study_id,Obs,Ambient CO2 (ppm),Elevated CO2 (ppm),CO2 difference (ppm),Treatment duration (years),Latitude,Longitude,Country,Fercility ,Unit,Other treatments,Data location,Notes,Nitrogen addition,Ecosystem,Vegetation,mean_ctrl,mean_trt,SD_ctrl,SD_trt,N_ctrl,N_trt,lnR,Var(lnR),,Mean_a,Mean_e,Std_a,Std_e,N_a,N_e,lnR,Var(lnR),,Mean_a,Mean_e,Std_a,Std_e,N_a,N_e,lnR,Var(lnR)
Lam et al. 2012 (CPS),93,390,700,310,0.3,36°43' S,142°10' E,Australia,GC,mg pot-1,No,Table 4,Experiment 2; Vertosol,No,Cropland,Field pea,33.0000,45.0000,3.3000,4.5000,4,4,0.3102,0.005,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (CPS),94,390,700,310,0.3,36°43' S,142°10' E,Australia,GC,mg pot-1,Phosphorus,Table 4,Experiment 2; Vertosol,No,Cropland,Field pea,59.9000,78.1000,5.9900,7.8100,4,4,0.2653,0.005,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (CPS),95,390,700,310,0.3,36°43' S,142°10' E,Australia,GC,mg pot-1,No,Table 4,Experiment 2; Calcarosol,No,Cropland,Field pea,66.8000,84.7000,6.6800,8.4700,4,4,0.2374,0.005,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (CPS),96,390,700,310,0.3,36°43' S,142°10' E,Australia,GC,mg pot-1,Phosphorus,Table 4,Experiment 2; Calcarosol,No,Cropland,Field pea,79.9000,110.0000,7.9900,11.0000,4,4,0.3197,0.005,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (CPS),97,390,700,310,0.3,36°43' S,142°10' E,Australia,GC,mg pot-1,No,Table 4,Experiment 2; Vertosol,No,Cropland,Barrel medic,22.9000,31.0000,2.2900,3.1000,4,4,0.3029,0.005,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (CPS),98,390,700,310,0.3,36°43' S,142°10' E,Australia,GC,mg pot-1,Phosphorus,Table 4,Experiment 2; Vertosol,No,Cropland,Barrel medic,51.0000,87.4000,5.1000,8.7400,4,4,0.5387,0.005,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (CPS),99,390,700,310,0.3,36°43' S,142°10' E,Australia,GC,mg pot-1,No,Table 4,Experiment 2; Calcarosol,No,Cropland,Barrel medic,56.2000,85.3000,5.6200,8.5300,4,4,0.4173,0.005,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (CPS),100,390,700,310,0.3,36°43' S,142°10' E,Australia,GC,mg pot-1,Phosphorus,Table 4,Experiment 2; Calcarosol,No,Cropland,Barrel medic,70.5000,103.5000,7.0500,10.3500,4,4,0.384,0.005,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (BFS),101,415,550,135,0.3,40°10' N,116°14' E,China,FACE,kg ha-1,Fertilizer,Table 1; Zhonghua 13,4.8 kg N ha-1 yr-1,Yes,Cropland,Soybean,283.0000,349.0000,38.1051,27.7128,3,3,0.2096,0.0081,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (BFS),102,415,550,135,0.3,40°10' N,116°14' E,China,FACE,kg ha-1,Fertilizer,Table 1; Zhonghua 35,4.8 kg N ha-1 yr-1,Yes,Cropland,Soybean,249.0000,295.0000,51.9615,27.7128,3,3,0.1695,0.0175,,,,,,,,,,,,,,,,,,
Lam et al. 2013 (PS),103,390,700,310,0.7,36°43' S,142°10' E,Australia,GC,mg pot-1,No,Table 1 - Table 2,*,No,Cropland,Field pea,417.18,520.08,41.7180,52.0080,2,2,0.2205,0.01,,,,,,,,,,,,,,,,,,
Lam et al. 2013 (PS_2),104,390,700,310,0.4,36°43' S,142°10' E,Australia,GC,mg pot-1,No,Table 4,cereal-legume soil,No,Cropland,wheat,81.6000,82.7000,4.0497,3.4409,4,4,0.0134,0.001,,,,,,,,,,,,,,,,,,
Lam et al. 2013 (PS_2),105,390,700,310,0.4,36°43' S,142°10' E,Australia,GC,mg pot-1,Residue,Table 4,cereal-legume soil,No,Cropland,wheat,67.4000,60.9000,2.5060,3.8626,4,4,-0.1014,0.0014,,,,,,,,,,,,,,,,,,
Lam et al. 2013 (PS_2),106,390,700,310,0.4,36°43' S,142°10' E,Australia,GC,mg pot-1,No,Table 4,cereal-fallow soil,No,Cropland,wheat,71.0000,74.7000,3.6770,2.6683,4,4,0.0508,0.001,,,,,,,,,,,,,,,,,,
Lam et al. 2013 (PS_2),107,390,700,310,0.4,36°43' S,142°10' E,Australia,GC,mg pot-1,Residue,Table 4,cereal-fallow soil,No,Cropland,wheat,59.2000,49.9000,5.6569,2.8844,4,4,-0.1709,0.0031,,,,,,,,,,,,,,,,,,
Larsen et al. 2011,108,350,510,160,2.0,55°53'N,11°58'E,Denmark,FACE,g N m-2,No,Table 2,Sum of species,No,Heathland,*,4.0970,3.4970,1.3539,1.1066,6,6,-0.1583,0.0349,,,,,,,,,,,,,,,,,,
Larsen et al. 2011,109,350,510,160,2.0,55°53'N,11°58'E,Denmark,FACE,g N m-2,Drought,Table 2,Sum of species,No,Heathland,*,13.1700,9.6100,4.4880,3.8814,6,6,-0.3151,0.0465,,,,,,,,,,,,,,,,,,
Larsen et al. 2011,110,350,510,160,2.0,55°53'N,11°58'E,Denmark,FACE,g N m-2,Warming,Table 2,Sum of species,No,Heathland,*,11.7700,11.5100,4.4420,3.9186,6,6,-0.0223,0.0431,,,,,,,,,,,,,,,,,,
Larsen et al. 2011,111,350,510,160,2.0,55°53'N,11°58'E,Denmark,FACE,g N m-2,Warming + Drought,Table 2,Sum of species,No,Heathland,*,10.1500,8.4900,3.6593,3.6587,6,6,-0.1786,0.0526,,,,,,,,,,,,,,,,,,
Mikan et al. 2000,112,367,715,348,2.0,45°34' N,84°40' W,USA,OTC,g N m-2,Nitrogen,Table 1 * Table 3,20 mg N; Low-N soil,Yes,Forest,P. tremuloides,2.7590,2.7521,0.5012,0.5619,8,8,-0.0025,0.0093,,,,,,,,,,,,,,,,,,
Mikan et al. 2000,113,367,715,348,2.0,45°34' N,84°40' W,USA,OTC,g N m-2,Nitrogen,Table 1 * Table 3,20 mg N; High-N soil,Yes,Forest,P. tremuloides,9.5752,11.1114,1.3553,2.1303,8,8,0.1488,0.0071,,,,,,,,,,,,,,,,,,
Niklaus et al. 1998,114,360,630,270,2.0,47°33' N,7°34' E,Switzerland,GC,kg N ha-1 land,No,Fig. 5,*,No,Grassland,*,3.0534,3.3588,0.6477,0.6477,8,8,0.0953,0.0103,,,,,,,,,,,,,,,,,,
Niklaus et al. 1998,115,360,630,270,2.0,47°33' N,7°34' E,Switzerland,GC,kg N ha-1 land,Phosphorus,Fig. 5,*,No,Grassland,*,2.5954,3.4351,0.4318,0.8636,8,8,0.2803,0.0114,,,,,,,,,,,,,,,,,,
Niklaus et al. 1998,116,360,630,270,2.0,47°33' N,7°34' E,Switzerland,GC,kg N ha-1 land,Legume,Fig. 5,*,No,Grassland,*,5.4198,5.1908,1.0796,0.8636,8,8,-0.0432,0.0084,,,,,,,,,,,,,,,,,,
Niklaus et al. 1998,117,360,630,270,2.0,47°33' N,7°34' E,Switzerland,GC,kg N ha-1 land,Phosphorus & legume,Fig. 5,*,No,Grassland,*,6.0305,7.4046,1.7273,1.5114,8,8,0.2053,0.0155,,,,,,,,,,,,,,,,,,
Niklaus et al. 2003,118,360,600,240,6.0,47°33' N,7°34' E,Switzerland,OTC,g N m-2 land,No,Fig. 7,*,No,Grassland,*,4.0000,4.2000,0.2828,0.8485,8,8,0.0488,0.0057,,,,,,,,,,,,,,,,,,
Nitschelm et al. 1997,119,350,600,250,0.7,47°27'N,8°41'E,Switzerland,FACE,g box-1,No,Table 1,*,No,Cropland,White clover,3.0600,6.2100,0.3060,0.6210,3,3,0.7077,0.0067,,,,,,,,,,,,,,,,,,
Norby & Iversen 2006,120,319,544,225,6.0,35°54'N,84°20' W,USA,FACE,kg N ha-1 land,No,Fig. 4a,*,No,Forest,Sweetgum,76.7906,71.6253,3.0183,1.7113,3,2,-0.0696,0.0008,,,,,,,,,,,,,,,,,,
Oikawa et al. 2010,121,384.7,593,208.3,0.3,39°44' N,141°7' E,Japan,GC,g plant-1,Fertillizer (nodulated),Fig. 1 & Table 1,sd; 0.3 g N; average across different parts,Yes,Cropland,Soybean,0.1794,0.2144,0.0153,0.0072,5,5,0.1782,0.0017,,,,,,,,,,,,,,,,,,
Oikawa et al. 2010,122,384.7,593,208.3,0.3,39°44' N,141°7' E,Japan,GC,g plant-1,Fertillizer (non-nodulated),Fig. 1 & Table 1,sd; 0.3 g N; average across different parts,Yes,Cropland,Soybean,0.0816,0.0799,0.0069,0.0085,5,5,-0.0211,0.0037,,,,,,,,,,,,,,,,,,
Pang et al. 2006,123,*,*,200,0.3,31°37' N,120°28' E,China,FACE,g pot-1,Low Nitrogen,Table 1,14 mg N L-1,Yes,Cropland,Rice,0.356,0.353,0.0356,0.0353,3,3,-0.0085,0.0067,,,,,,,,,,,,,,,,,,
Pang et al. 2006,124,*,*,200,0.3,31°37' N,120°28' E,China,FACE,g pot-1,High Nitrogen,Table 1,28 mg N L-1,Yes,Cropland,Rice,0.63,0.579,0.0630,0.0579,3,3,-0.0844,0.0067,,,,,,,,,,,,,,,,,,
Perez-Lopez et al. 2013,125,350,700,350,0.1,*,*,Canada,GC,mg plant-1,Fertilizer; 0 NaCl,Fig. 5a + b,10.5 g N day-1 m-3,Yes,Cropland,Barley,35.8434,39.7590,2.1510,1.8445,6,6,0.1037,0.001,,,,,,,,,,,,,,,,,,
Perez-Lopez et al. 2013,126,350,700,350,0.1,*,*,Canada,GC,mg plant-1,Fertilizer; 80 NaCl,Fig. 5a + b,10.5 g N day-1 m-3,Yes,Cropland,Barley,26.3554,34.0361,1.6498,0.8249,6,6,0.2557,0.0008,,,,,,,,,,,,,,,,,,
Perez-Lopez et al. 2013,127,350,700,350,0.1,*,*,Canada,GC,mg plant-1,Fertilizer; 160 NaCl,Fig. 5a + b,10.5 g N day-1 m-3,Yes,Cropland,Barley,19.7289,25.4518,0.8249,1.1666,6,6,0.2547,0.0006,,,,,,,,,,,,,,,,,,
Perez-Lopez et al. 2013,128,350,700,350,0.1,*,*,Canada,GC,mg plant-1,Fertilizer; 240 NaCl,Fig. 5a + b,10.5 g N day-1 m-3,Yes,Cropland,Barley,15.2108,21.5361,0.8249,1.0434,6,6,0.3477,0.0009,,,,,,,,,,,,,,,,,,
Polley et al. 1997,129,385,690,305,1.1,*,*,*,GC,g container-1,No,Fig. 4,385 ppm vs. 690 ppm,No,Forest,A. smallii,24.0385,32.4519,2.4038,3.2452,3,3,0.3001,0.0067,,,,,,,,,,,,,,,,,,
Polley et al. 1997,130,385,980,595,1.1,*,*,*,GC,g container-1,No,Fig. 4,385 ppm vs. 980 ppm,No,Forest,A. smallii,24.0385,39.9038,2.4038,3.9904,3,3,0.5068,0.0067,,,,,,,,,,,,,,,,,,
Pregitzer et al. 1995,131,245,693,448,0.4,45°34' N,84°40' W,USA,OTC,g N chamber-1,No,Table 1 * Table 2,Low-N soil,No,Forest,Populus x euramericana,3.1194,3.0749,0.3936,0.3317,5,5,-0.0144,0.0055,,,,,,,,,,,,,,,,,,
Pregitzer et al. 1995,132,245,693,448,0.4,45°34' N,84°40' W,USA,OTC,g N chamber-1,No,Table 1 * Table 2,High-N soil,No,Forest,Populus x euramericana,6.4141,9.9545,0.3602,0.4812,5,5,0.4395,0.0011,,,,,,,,,,,,,,,,,,
Rakshit et al. 2012,133,370,650,280,0.3,*,*,India,GC,g pot-1,Fertillizer + warming,Table 2 * Table 4,"120 kg N ha-1; average of 0, 120 and 240",Yes,Cropland,Wheat,0.2150,0.2207,0.0215,0.0221,3,3,0.0262,0.0067,,,,,,,,,,,,,,,,,,
Roy et al. 2012,134,390,550,160,0.3,20°25'N,85°55'E,India,OTC,g N m-2,Fertillizer + warming,Table 2,100 kg N ha-1,Yes,Cropland,Rice,4.7680,6.1220,0.4768,0.6122,5,5,0.25,0.004,,,,,,,,,,,,,,,,,,
Runion et al. 1999,135,372,740,367,1.7,*,*,*,OTC,g,No,Table 1 (Biomass)* Table 3 (nitrogen),Water stress 1,No,Forest,Pine,4.0434,4.2313,0.4043,0.4231,5,5,0.0454,0.004,,,,,,,,,,,,,,,,,,
Runion et al. 1999,136,372,740,367,1.7,*,*,*,OTC,g,No,Table 1 (Biomass)* Table 3 (nitrogen),Water stress 2,No,Forest,Pine,1.0845,1.4099,0.1084,0.1410,5,5,0.2624,0.004,,,,,,,,,,,,,,,,,,
Soussana et al. 1996,137,350,700,350,2.0,*,*,France,GC,kg N ha-1,Low Nitrogen,Table 1A + Table 3,N- (160 kg N fertilizer ha -1 y-1),Yes,Grassland,Ryegrass,106.5000,99.0000,10.2260,8.9762,4,4,-0.073,0.0044,,,,,,,,,,,,,,,,,,
Soussana et al. 1996,138,350,700,350,2.0,*,*,France,GC,kg N ha-1,High Nitrogen,Table 1A + Table 3,N+ (530 kg N fertilizer ha -1 y-1),Yes,Grassland,Ryegrass,396.0000,330.5000,17.5418,16.8692,4,4,-0.1808,0.0011,,,,,,,,,,,,,,,,,,
Soussana et al. 1996,139,350,700,350,2.0,*,*,France,GC,kg N ha-1,Low Nitrogen + warming,Table 1A + Table 3,N- (160 kg N fertilizer ha -1 y-1),Yes,Grassland,Ryegrass,106.5000,107.5000,10.2260,9.3960,4,4,0.0093,0.0042,,,,,,,,,,,,,,,,,,
Soussana et al. 1996,140,350,700,350,2.0,*,*,France,GC,kg N ha-1,High Nitrogen + warming,Table 1A + Table 3,N+ (530 kg N fertilizer ha -1 y-1),Yes,Grassland,Ryegrass,396.0000,409.0000,17.5418,17.0629,4,4,0.0323,0.0009,,,,,,,,,,,,,,,,,,
Tingey et al. 2003,141,*,*,180,4.0,*,*,USA,OTC,g plant-1,Warming,"Fig. 3a (needles + wood), only AC and EC",*,No,Forest,P. menziesii,2.4621,2.3534,0.2462,0.2353,5,5,-0.0452,0.004,,,,,,,,,,,,,,,,,,
Tu et al. 2009,142,376,550,174,0.4,35°44'N,78°41' W,USA,OTC,g plant-1,cleaning O3,Fig. 3d,*,No,Cropland,Peanut,4.3879,5.1308,0.5099,0.4956,3,2,0.1564,0.0092,,,,,,,,,,,,,,,,,,
Tu et al. 2009,143,376,550,174,0.4,35°44'N,78°41' W,USA,OTC,g plant-1,No,Fig. 3d,*,No,Cropland,Peanut,3.8271,4.5841,0.4956,0.4956,2,2,0.1805,0.0142,,,,,,,,,,,,,,,,,,
Tu et al. 2009,144,376,550,174,0.4,35°44'N,78°41' W,USA,OTC,g plant-1,O3,Fig. 3d,*,No,Cropland,Peanut,2.6215,3.7430,0.5099,0.5155,3,2,0.3561,0.0221,,,,,,,,,,,,,,,,,,
Tu et al. 2009,145,376,730,354,0.4,35°44'N,78°41' W,USA,OTC,g plant-1,cleaning O3,Fig. 3d,*,No,Cropland,Peanut,4.3879,4.7804,0.5099,0.6070,3,3,0.0857,0.0099,,,,,,,,,,,,,,,,,,
Tu et al. 2009,146,376,730,354,0.4,35°44'N,78°41' W,USA,OTC,g plant-1,No,Fig. 3d,*,No,Cropland,Peanut,3.8271,5.1729,0.4956,0.4956,2,2,0.3013,0.013,,,,,,,,,,,,,,,,,,
Tu et al. 2009,147,376,730,354,0.4,35°44'N,78°41' W,USA,OTC,g plant-1,O3,Fig. 3d,*,No,Cropland,Peanut,2.6215,4.6682,0.5099,0.4856,3,3,0.577,0.0162,,,,,,,,,,,,,,,,,,
Verburg et al. 2004,148,365,700,335,0.2,*,*,*,GC,mg plant-1,No,Fig. 3,unlabeled; sum of tissues,No,Forest,Pine,1103.4483,1165.9770,157.5610,234.9709,4,4,0.0551,0.0153,,,,,,,,,,,,,,,,,,
Verburg et al. 2004,149,365,700,335,0.2,*,*,*,GC,mg plant-1,No,Fig. 3,labeled; sum of tissues,No,Forest,Pine,816.5517,976.5517,125.4355,137.7224,4,4,0.1789,0.0109,,,,,,,,,,,,,,,,,,
Vogel et al. 1997,150,349,695,346,0.4,45°34' N,84°40' W,USA,OTC,g plant-1,No,Table 3,*,No,Forest,Black alder,0.5580,0.7460,0.0507,0.0453,5,5,0.2904,0.0024,,,,,,,,,,,,,,,,,,
Weerakoon et al. 2005,151,*,700,*,0.2,15° N,121° E,Philippines,OTC,g N m-2 land,Fertillizer,Fig. 3,0 kg N ha-1,Yes,Cropland,Rice,3.4380,2.6446,0.3438,0.2645,3,3,-0.2624,0.0067,,,,,,,,,,,,,,,,,,
Weerakoon et al. 2005,152,*,700,*,0.2,15° N,121° E,Philippines,OTC,g N m-2 land,Fertillizer,Fig. 3,90 kg N ha-1,Yes,Cropland,Rice,7.3609,8.0661,0.7361,0.8066,3,3,0.0915,0.0067,,,,,,,,,,,,,,,,,,
Weerakoon et al. 2005,153,*,700,*,0.2,15° N,121° E,Philippines,OTC,g N m-2 land,Fertillizer,Fig. 3,200 kg N ha-1,Yes,Cropland,Rice,11.4601,13.3554,1.1460,1.3355,3,3,0.153,0.0067,,,,,,,,,,,,,,,,,,
Weigel & Manderscheid 2012,154,373,549,176,0.8,52°82'N,10°83'E,Germany,FACE,g N m-2,Fertillizer with high Nitrogen,Table 2 * Table 4,262 kg N ha-1,Yes,Cropland,Barley 2000,28.8788,25.0470,1.8996,0.5134,2,2,-0.1424,0.0024,,,,,,,,,,,,,,,,,,
Weigel & Manderscheid 2012,155,373,550,177,0.2,52°82'N,10°83'E,Germany,FACE,g N m-2,Fertillizer with high Nitrogen,Table 2 * Table 5,197 kg N ha-1,Yes,Cropland,Grass 2000,12.8260,11.9460,0.2738,0.3072,2,2,-0.0711,0.0006,,,,,,,,,,,,,,,,,,
Weigel & Manderscheid 2012,156,371,550,179,0.4,52°82'N,10°83'E,Germany,FACE,g N m-2,Fertillizer with high Nitrogen,Table 2 * Table 6,126 kg N ha-1,Yes,Cropland,Sugar beet 2001,26.3810,25.8024,2.6381,2.5802,1,1,*,*,,,,,,,,,,,,,,,,,,
Weigel & Manderscheid 2012,157,377,548,171,0.7,52°82'N,10°83'E,Germany,FACE,g N m-2,Fertillizer with high Nitrogen,Table 2 * Table 7,251 kg N ha-1,Yes,Cropland,Wheat 2002,17.6226,19.5104,0.1806,2.2650,2,2,0.1018,0.0068,,,,,,,,,,,,,,,,,,
Weigel & Manderscheid 2012,158,378,547,169,0.6,52°82'N,10°83'E,Germany,FACE,g N m-2,Fertillizer with high Nitrogen,Table 2 * Table 8,179 kg N ha-1,Yes,Cropland,Barley 2003,18.4832,18.5900,1.8917,0.8089,2,2,0.0058,0.0062,,,,,,,,,,,,,,,,,,
Weigel & Manderscheid 2012,159,380,550,170,0.2,52°82'N,10°83'E,Germany,FACE,g N m-2,Fertillizer with high Nitrogen,Table 2 * Table 9,72 kg N ha-1,Yes,Cropland,Grass 2003,6.7925,6.7571,0.0460,0.9216,2,2,-0.0052,0.0093,,,,,,,,,,,,,,,,,,
Weigel & Manderscheid 2012,160,377,549,172,0.4,52°82'N,10°83'E,Germany,FACE,g N m-2,Fertillizer with high Nitrogen,Table 2 * Table 10,156 kg N ha-1,Yes,Cropland,Sugar beet 2004,24.1944,22.4992,2.6836,0.3575,2,2,-0.0726,0.0063,,,,,,,,,,,,,,,,,,
Weigel & Manderscheid 2012,161,378,549,171,0.7,52°82'N,10°83'E,Germany,FACE,g N m-2,Fertillizer with high Nitrogen,Table 2 * Table 11,168 kg N ha-1,Yes,Cropland,Wheat 2005,26.4231,25.5816,0.4760,1.0963,2,2,-0.0324,0.0011,,,,,,,,,,,,,,,,,,
Weigel & Manderscheid 2012,162,373,549,176,0.8,52°82'N,10°83'E,Germany,FACE,g N m-2,Fertillizer with low Nitrogen,Table 2 * Table 4,105 kg N ha-1,Yes,Cropland,Barley 2000,19.4480,17.7790,0.7693,0.4373,2,2,-0.0897,0.0011,,,,,,,,,,,,,,,,,,
Weigel & Manderscheid 2012,163,373,550,177,0.2,52°82'N,10°83'E,Germany,FACE,g N m-2,Fertillizer with low Nitrogen,Table 2 * Table 5,99 kg N ha-1,Yes,Cropland,Grass 2000,9.5348,8.6553,1.3005,0.2253,2,2,-0.0968,0.0096,,,,,,,,,,,,,,,,,,
Weigel & Manderscheid 2012,164,371,550,179,0.4,52°82'N,10°83'E,Germany,FACE,g N m-2,Fertillizer with low Nitrogen,Table 2 * Table 6,63 kg N ha-1,Yes,Cropland,Sugar beet 2001,18.2305,17.9168,1.8231,1.7917,1,1,*,*,,,,,,,,,,,,,,,,,,
Weigel & Manderscheid 2012,165,377,548,171,0.7,52°82'N,10°83'E,Germany,FACE,g N m-2,Fertillizer with low Nitrogen,Table 2 * Table 7,114 kg N ha-1,Yes,Cropland,Wheat 2002,13.2582,13.3076,1.1513,0.1827,2,2,0.0037,0.0039,,,,,,,,,,,,,,,,,,
Weigel & Manderscheid 2012,166,378,547,169,0.6,52°82'N,10°83'E,Germany,FACE,g N m-2,Fertillizer with low Nitrogen,Table 2 * Table 8,105 kg N ha-1,Yes,Cropland,Barley 2003,12.1892,12.7857,0.2780,0.0000,2,2,0.0478,0.0003,,,,,,,,,,,,,,,,,,
Weigel & Manderscheid 2012,167,380,550,170,0.2,52°82'N,10°83'E,Germany,FACE,g N m-2,Fertillizer with low Nitrogen,Table 2 * Table 9,36 kg N ha-1,Yes,Cropland,Grass 2003,3.4410,3.5035,0.3140,0.0346,2,2,0.018,0.0042,,,,,,,,,,,,,,,,,,
Weigel & Manderscheid 2012,168,377,549,172,0.4,52°82'N,10°83'E,Germany,FACE,g N m-2,Fertillizer with low Nitrogen,Table 2 * Table 10,78 kg N ha-1,Yes,Cropland,Sugar beet 2004,15.9651,19.8204,1.9512,0.0000,2,2,0.2163,0.0075,,,,,,,,,,,,,,,,,,
Weigel & Manderscheid 2012,169,378,549,171,0.7,52°82'N,10°83'E,Germany,FACE,g N m-2,Fertillizer with low Nitrogen,Table 2 * Table 11,84 kg N ha-1,Yes,Cropland,Wheat 2005,16.6380,15.0732,0.3988,0.4022,2,2,-0.0988,0.0006,,,,,,,,,,,,,,,,,,
Zak et al. 2007,170,374,531,157,7.0,45°40.5' N,89°37.5' W,USA,FACE,g N m-2 land,O3; average of contral and O3,Table 1,*,No,Forest,Across plant community type,12.1000,17.3000,4.1344,5.4202,3,3,0.3575,0.0716,,,,,,,,,,,,,,,,,,
Zak et al. 2000b,171,367,715,348,2.5,45°34' N,84°40' W,USA,OTC,g N chamber-1,Nitrogen,Table 3,20 mg N; Low-N soil,Yes,Forest,P. tremuloides,24.4000,22.9000,1.5205,6.3952,5,5,-0.0634,0.0164,,,,,,,,,,,,,,,,,,
Zak et al. 2000b,172,367,715,348,2.5,45°34' N,84°40' W,USA,OTC,g N chamber-1,Nitrogen,Table 3,20 mg N; High-N soil,Yes,Forest,P. tremuloides,92.0000,109.0000,6.5070,8.3405,5,5,0.1696,0.0022,,,,,,,,,,,,,,,,,,
Zanetti et al. 1996,173,350,600,250,3.0,47°27'N,8°41'E,Switzerland,FACE,g N m-2,Low Nitrogen,Table I,17 g N m-2,Yes,Cropland,White clover,47.2000,51.4000,4.7200,5.1400,3,3,0.0852,0.0067,,,,,,,,,,,,,,,,,,
Zanetti et al. 1996,174,350,600,250,3.0,47°27'N,8°41'E,Switzerland,FACE,g N m-2,High Nitrogen,Table I,51.3 g N m-2,Yes,Cropland,White clover,47.9333,50.2667,4.7933,5.0267,3,3,0.0475,0.0067,,,,,,,,,,,,,,,,,,
Zanetti et al. 1996,175,350,600,250,3.0,47°27'N,8°41'E,Switzerland,FACE,g N m-2,Low Nitrogen,Table I,17 g N m-2,Yes,Cropland,White clover & ryegrass,27.9000,36.0667,2.7900,3.6067,3,3,0.2567,0.0067,,,,,,,,,,,,,,,,,,
Zanetti et al. 1996,176,350,600,250,3.0,47°27'N,8°41'E,Switzerland,FACE,g N m-2,High Nitrogen,Table I,51.3 g N m-2,Yes,Cropland,White clover & ryegrass,18.7000,26.4333,1.8700,2.6433,3,3,0.3461,0.0067,,,,,,,,,,,,,,,,,,
Zeng et al. 2011,177,396,595.5,199.5,0.3,32°35' N,119°42'E,China,FACE,g N m-2,Fertillizer,Table 3; day 120 sum of straw and ear,150 kg N ha-1,Yes,Cropland,Rice,13.1000,16.5000,0.8660,4.1893,3,3,0.2307,0.0229,,,,,,,,,,,,,,,,,,
Zeng et al. 2011,178,396,595.5,199.5,0.3,32°35' N,119°42'E,China,FACE,g N m-2,Fertillizer,Table 3; day 120 sum of straw and ear,150 kg N ha-1,Yes,Cropland,Barnyard grass,1.9000,1.0000,0.4899,0.2449,3,3,-0.6419,0.0422,,,,,,,,,,,,,,,,,,
