S.No,study_id,Publication,Phytopathogen,Plants,Plant species,Plant family,Life style,Microbial species,Types of microbes,Microbial richness,Method of application,Experimental condition,Experimental duration,Response variable,Unit,N_ctrl,mean_ctrl,SD_ctrl,N_trt,mean_trt,SD_trt,R,lnR,Var(lnR)
230,14,Hu et al. 2010,Ralstonia solanacearum,Pepper,Capsicum annuum,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Seed treatment,Green house,50DAI,Wilt incidence,%,6,40,4.3,6,3.3,0.9,0.0825,-2.494956986,0.014322736
231,14,Hu et al. 2010,Ralstonia solanacearum,Pepper,Capsicum annuum,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Seed treatment,Green house,50DAI,Wilt incidence,%,6,96.7,5.2,6,16.7,2,0.172699069,-1.756204683,0.002872379
232,14,Hu et al. 2010,Ralstonia solanacearum,Pepper,Capsicum annuum,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Seed treatment,Green house,50DAI,Wilt incidence,%,6,40,4.3,6,6.7,1.2,0.1675,-1.786771928,0.007272444
233,14,Hu et al. 2010,Ralstonia solanacearum,Pepper,Capsicum annuum,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Seed treatment,Green house,50DAI,Wilt incidence,%,6,96.7,5.2,6,23.3,3,0.240951396,-1.423160042,0.003244941
234,14,Hu et al. 2010,Ralstonia solanacearum,Pepper,Capsicum annuum,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Seed treatment,Green house,50DAI,Wilt incidence,%,6,41,3.9,6,5,1.1,0.12195122,-2.104134154,0.009574698
235,14,Hu et al. 2010,Ralstonia solanacearum,Pepper,Capsicum annuum,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Seed treatment,Green house,50DAI,Wilt incidence,%,6,93,4.6,6,18.7,1.2,0.201075269,-1.604075969,0.001094076
236,14,Hu et al. 2010,Ralstonia solanacearum,Pepper,Capsicum annuum,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Seed treatment,Green house,50DAI,Wilt incidence,%,6,41,3.9,6,6.2,0.9,0.151219512,-1.889022775,0.005019998
237,14,Hu et al. 2010,Ralstonia solanacearum,Pepper,Capsicum annuum,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Seed treatment,Green house,50DAI,Wilt incidence,%,6,93,4.6,6,22.9,2.7,0.246236559,-1.401462583,0.002724644
238,14,Hu et al. 2010,Ralstonia solanacearum,Pepper,Capsicum annuum,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Seed treatment,Field condition,50DAI,Wilt incidence,%,3,9.7,1.7,3,2,0.5,0.206185567,-1.578978705,0.031071758
239,14,Hu et al. 2010,Ralstonia solanacearum,Pepper,Capsicum annuum,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Seed treatment,Field condition,50DAI,Wilt incidence,%,3,17.2,2.8,3,4.7,1,0.273255814,-1.297346875,0.023923388
240,14,Hu et al. 2010,Ralstonia solanacearum,Pepper,Capsicum annuum,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Seed treatment,Field condition,50DAI,Wilt incidence,%,3,9.7,1.7,3,4.6,0.8,0.474226804,-0.746069582,0.02032034
241,14,Hu et al. 2010,Ralstonia solanacearum,Pepper,Capsicum annuum,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Seed treatment,Field condition,50DAI,Wilt incidence,%,3,17.2,2.8,3,8,1.3,0.465116279,-0.765467842,0.017635687
242,14,Hu et al. 2010,Ralstonia solanacearum,Pepper,Capsicum annuum,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Seed treatment,Field condition,50DAI,Wilt incidence,%,3,18.7,1.5,3,5,1.3,0.267379679,-1.319085611,0.02467809
243,14,Hu et al. 2010,Ralstonia solanacearum,Pepper,Capsicum annuum,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Seed treatment,Field condition,50DAI,Wilt incidence,%,3,25.2,7,3,8.1,1,0.321428571,-1.134979933,0.030800691
244,14,Hu et al. 2010,Ralstonia solanacearum,Pepper,Capsicum annuum,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Seed treatment,Field condition,50DAI,Wilt incidence,%,3,18.7,1.5,3,6.4,0.8,0.342245989,-1.072225533,0.00735309
245,14,Hu et al. 2010,Ralstonia solanacearum,Pepper,Capsicum annuum,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Seed treatment,Field condition,50DAI,Wilt incidence,%,3,25.2,7,3,12.1,3,0.48015873,-0.733638542,0.046210568
246,15,Huang et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Flavobacterium johnsoniae,others,Single,Soil drench,Green house,28DAI,Wilt incidence,%,3,90.36,2.343,3,49.73,2.083,0.550354139,-0.597193319,0.000808932
247,15,Huang et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Chryseobacterium daecheongense,others,Single,Soil drench,Green house,28DAI,Wilt incidence,%,3,90.36,2.343,3,45.57,1.822,0.504316069,-0.684552086,0.00075698
248,15,Huang et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Delftia acidovorans,others,Single,Soil drench,Green house,28DAI,Wilt incidence,%,3,90.36,2.343,3,43.75,2.083,0.484174413,-0.725310079,0.000979731
249,15,Huang et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Pseudomonas grimontii,Pseudomonas spp.,Single,Soil drench,Green house,28DAI,Wilt incidence,%,3,90.36,2.343,3,35.93,1.822,0.397631695,-0.92222909,0.001081273
250,15,Huang et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus amyloliquefaciens,Bacillus spp.,Single,Soil drench,Green house,28DAI,Wilt incidence,%,3,90.36,2.343,3,35.15,2.083,0.388999557,-0.944177073,0.00139471
251,15,Huang et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Lysinibacillus sphaericus,Bacillus spp.,Single,Soil drench,Green house,28DAI,Wilt incidence,%,3,90.36,2.343,3,32.81,1.562,0.363103143,-1.013068345,0.000979604
252,15,Huang et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Flavobacterium johnsoniae,others,Single,Soil drench,Green house,28DAI,Shoot fresh weight,%,3,12.88,1.793,3,21.06,0.9529,1.635093168,0.491699786,0.007142057
253,15,Huang et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Chryseobacterium daecheongense,others,Single,Soil drench,Green house,28DAI,Shoot fresh weight,%,3,12.88,1.793,3,22.29,1.345,1.730590062,0.548462427,0.007673306
254,15,Huang et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Delftia acidovorans,others,Single,Soil drench,Green house,28DAI,Shoot fresh weight,%,3,12.88,1.793,3,21.94,1.177,1.703416149,0.532635734,0.007418938
255,15,Huang et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Pseudomonas grimontii,Pseudomonas spp.,Single,Soil drench,Green house,28DAI,Shoot fresh weight,%,3,12.88,1.793,3,18.85,0.6726,1.463509317,0.380837193,0.006884024
258,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Wilt incidence,%,3,74.6,2.9,3,66.1,2.91,0.886058981,-0.12097176,0.001149773
259,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Wilt incidence,%,3,74.6,2.9,3,59.2,2.91,0.793565684,-0.231218965,0.001309147
260,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Wilt incidence,%,3,74.6,2.9,3,46.1,2.91,0.617962466,-0.481327557,0.001831927
261,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Bacillus subtilis,Bacillus spp.,Single,Soil drench,Green house,60DAI,Wilt incidence,%,3,74.6,2.9,3,22.3,2.91,0.298927614,-1.207553829,0.006179894
262,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Wilt incidence,%,3,65.2,2.9,3,54.4,2.91,0.834355828,-0.181095315,0.001613268
263,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Wilt incidence,%,3,65.2,2.9,3,55.6,2.91,0.852760736,-0.159276268,0.00157254
264,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Wilt incidence,%,3,65.2,2.9,3,41.1,2.91,0.630368098,-0.461451347,0.002330464
265,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Bacillus subtilis,Bacillus spp.,Single,Soil drench,Green house,60DAI,Wilt incidence,%,3,65.2,2.9,3,20.4,2.91,0.312883436,-1.161924568,0.007442174
266,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Plant height,%,3,13.1,2.15,3,14.9,2.525,1.13740458,0.128748983,0.018551271
267,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Plant height,%,3,13.1,2.15,3,15.1,2.525,1.152671756,0.142082514,0.018299372
268,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Plant height,%,3,13.1,2.15,3,16.2,2.525,1.236641221,0.212399012,0.017076575
269,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Bacillus subtilis,Bacillus spp.,Single,Soil drench,Green house,60DAI,Plant height,%,3,13.1,2.15,3,17.4,2.525,1.328244275,0.283857976,0.015998141
270,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Plant height,%,3,13.9,2.15,3,15.4,2.525,1.107913669,0.102478669,0.016935989
271,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Plant height,%,3,13.9,2.15,3,15.3,2.525,1.100719424,0.095963988,0.01705351
272,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Plant height,%,3,13.9,2.15,3,16.2,2.525,1.165467626,0.153122402,0.016072798
273,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Bacillus subtilis,Bacillus spp.,Single,Soil drench,Green house,60DAI,Plant height,%,3,13.9,2.15,3,17.6,2.525,1.26618705,0.236010062,0.014835737
274,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Fresh weight,%,3,1,1.45,3,1.1,1.177,1.1,0.09531018,1.082466667
275,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Fresh weight,%,3,1,1.45,3,1.14,1.177,1.14,0.131028262,1.056155227
276,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Fresh weight,%,3,1,1.45,3,1.24,1.177,1.24,0.21511138,1.001156131
277,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Bacillus subtilis,Bacillus spp.,Single,Soil drench,Green house,60DAI,Fresh weight,%,3,1,1.45,3,1.31,1.177,1.31,0.270027137,0.96991808
278,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Fresh weight,%,3,1.06,1.45,3,1.17,1.177,1.103773585,0.098734841,0.961073041
279,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Fresh weight,%,3,1.06,1.45,3,1.15,1.177,1.08490566,0.081493034,0.972908422
280,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Endobacteria,others,Single,Soil drench,Green house,60DAI,Fresh weight,%,3,1.06,1.45,3,1.22,1.177,1.150943396,0.140581951,0.933989328
281,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Bacillus subtilis,Bacillus spp.,Single,Soil drench,Green house,60DAI,Fresh weight,%,3,1.06,1.45,3,1.34,1.177,1.264150943,0.234400706,0.880910219
282,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Bacillus subtilis,Bacillus spp.,Single,Soil drench,Green house,60DAI,Wilt incidence,%,3,74.2,2.9,3,24.1,2.91,0.324797844,-1.12455231,0.005369112
283,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Bacillus subtilis,Bacillus spp.,Single,Soil drench,Green house,60DAI,Wilt incidence,%,3,67.7,2.9,3,21.4,2.91,0.316100443,-1.151695258,0.006775281
284,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Bacillus subtilis,Bacillus spp.,Single,Soil drench,Green house,60DAI,Plant height,centimeter,3,12.7,2.15,3,17.7,2.525,1.393700787,0.331962646,0.016336704
285,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Bacillus subtilis,Bacillus spp.,Single,Soil drench,Green house,60DAI,Plant height,centimeter,3,13.6,2.15,3,17.1,2.525,1.257352941,0.229008671,0.015598536
286,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Bacillus subtilis,Bacillus spp.,Single,Soil drench,Green house,60DAI,Fresh weight,g/plant,3,0.99,1.45,3,1.38,1.177,1.393939394,0.332133835,0.957541735
287,16,Ji et al. 2008,Ralstonia solanacearum,Mulberry,Morus alba,Moraceae,Perennial,Bacillus subtilis,Bacillus spp.,Single,Soil drench,Green house,60DAI,Fresh weight,g/plant,3,1.02,1.45,3,1.25,1.177,1.225490196,0.203340924,0.969155974
288,17,Kuarabachew et al. 2007,Ralstonia solanacearum,Potato,Solanum tuberosum,Solanaceae,Perennial,Pseudomonas fluorescens,Pseudomonas spp.,Single,Seed treatment,Green house,28DAI,Plant height,centimeter,3,20.83,2.1,3,27.9,1.8,1.339414306,0.292232434,0.004775408
289,17,Kuarabachew et al. 2007,Ralstonia solanacearum,Potato,Solanum tuberosum,Solanaceae,Perennial,Pseudomonas fluorescens,Pseudomonas spp.,Single,Seed treatment,Green house,28DAI,Plant height,centimeter,3,20.83,2.1,3,26.77,1.3,1.285165627,0.250887602,0.004174048
290,17,Kuarabachew et al. 2007,Ralstonia solanacearum,Potato,Solanum tuberosum,Solanaceae,Perennial,Pseudomonas fluorescens,Pseudomonas spp.,Single,Seed treatment,Green house,28DAI,Plant height,centimeter,3,20.83,2.1,3,27.17,1.5,1.304368699,0.265719168,0.004403937
291,17,Kuarabachew et al. 2007,Ralstonia solanacearum,Potato,Solanum tuberosum,Solanaceae,Perennial,Pseudomonas fluorescens,Pseudomonas spp.,Single,Seed treatment,Green house,28DAI,Plant height,centimeter,3,20.83,2.1,3,26.5,0.87,1.272203553,0.240750478,0.003747238
292,17,Kuarabachew et al. 2007,Ralstonia solanacearum,Potato,Solanum tuberosum,Solanaceae,Perennial,Pseudomonas fluorescens,Pseudomonas spp.,Single,Seed treatment,Green house,28DAI,Dry weight,g,3,1.9,1.51,3,6.77,1.42,3.563157895,1.270647201,0.225200415
293,17,Kuarabachew et al. 2007,Ralstonia solanacearum,Potato,Solanum tuberosum,Solanaceae,Perennial,Pseudomonas fluorescens,Pseudomonas spp.,Single,Seed treatment,Green house,28DAI,Dry weight,g,3,1.9,1.51,3,6.67,1.12,3.510526316,1.255765974,0.219934148
294,17,Kuarabachew et al. 2007,Ralstonia solanacearum,Potato,Solanum tuberosum,Solanaceae,Perennial,Pseudomonas fluorescens,Pseudomonas spp.,Single,Seed treatment,Green house,28DAI,Dry weight,g,3,1.9,1.51,3,6.67,1.12,3.510526316,1.255765974,0.219934148
295,17,Kuarabachew et al. 2007,Ralstonia solanacearum,Potato,Solanum tuberosum,Solanaceae,Perennial,Pseudomonas fluorescens,Pseudomonas spp.,Single,Seed treatment,Green house,28DAI,Dry weight,g,3,1.9,1.51,3,6.63,1.24,3.489473684,1.249750918,0.222195456
296,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Dry weight,g,3,2.4,0.866,3,3.8,1.3856,1.583333333,0.459532329,0.087718961
297,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Dry weight,g,3,2.4,0.866,3,3.4,0.866,1.416666667,0.348306694,0.06502526
298,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Dry weight,g,3,2.4,0.866,3,3.5,1.905,1.458333333,0.377294231,0.142149211
299,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Dry weight,g,3,2.4,0.866,3,3.3,1.7321,1.375,0.318453731,0.135232812
300,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Pseudomonas putida,Pseudomonas spp.,Single,Seed treatment,Green house,28DAI,Dry weight,g,3,2.4,0.866,3,3.9,1.558,1.625,0.485507816,0.0965969
301,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Dry weight,g,3,1.54,1.3856,3,2.3,2.7713,1.493506494,0.401126707,0.753782659
302,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Dry weight,g,3,1.54,1.3856,3,2.1,1.9053,1.363636364,0.310154928,0.544233301
303,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Dry weight,g,3,1.54,1.3856,3,2.14,0.866,1.38961039,0.329023413,0.324430896
304,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Dry weight,g,3,1.54,1.3856,3,2.04,0.5196,1.324675325,0.281167391,0.291469207
305,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Pseudomonas putida,Pseudomonas spp.,Single,Seed treatment,Green house,28DAI,Dry weight,g,3,1.54,1.3856,3,2.2,1.3856,1.428571429,0.356674944,0.402067826
306,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,531.2,42.8163,3,293.3,52.3426,0.552146084,-0.593942622,0.012781718
307,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,531.2,42.8163,3,361.2,33.3073,0.67996988,-0.385706777,0.00500002
308,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,531.2,42.8163,3,374.1,38.0532,0.704254518,-0.350615457,0.005614554
309,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Pseudomonas putida,Pseudomonas spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,531.2,42.8163,3,315.7,38.0532,0.594314759,-0.520346203,0.007008585
310,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,531.2,42.8163,3,378.1,38.0532,0.711784639,-0.339979887,0.005541965
311,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,860.6,23.7811,3,647.4,42.8163,0.752265861,-0.284665479,0.001712511
312,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,860.6,23.7811,3,723.6,28.5442,0.840808738,-0.173391067,0.000773232
313,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,860.6,23.7811,3,742,23.7811,0.86218917,-0.148280577,0.000596931
314,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Pseudomonas putida,Pseudomonas spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,860.6,23.7811,3,735.8,42.8163,0.854984894,-0.156671478,0.001383228
315,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,860.6,23.7811,3,688.3,80.88,0.799790844,-0.223405031,0.004857154
316,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,607.8,29.0985,3,327.7,53.3645,0.539157618,-0.617747325,0.009603571
317,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,607.8,29.0985,3,425.7,0.0243,0.700394867,-0.356111008,0.00076401
318,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,607.8,29.0985,3,453.7,53.3645,0.746462652,-0.292409694,0.00537555
319,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Pseudomonas putida,Pseudomonas spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,607.8,29.0985,3,338.9,67.9127,0.557584732,-0.584140802,0.014149602
320,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,607.8,29.0985,3,420.1,43.665,0.69118131,-0.369353102,0.004365152
321,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,924.3,0.0209,3,610.6,24.2487,0.660608028,-0.414594614,0.000525705
322,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,924.3,0.0209,3,658.2,29.0985,0.712106459,-0.339527858,0.000651485
323,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,924.3,0.0209,3,644.2,33.9462,0.696959862,-0.361027457,0.000925592
324,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Pseudomonas putida,Pseudomonas spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,924.3,0.0209,3,644.2,38.7979,0.696959862,-0.361027457,0.001209077
325,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt incidence,%,3,924.3,0.0209,3,686.2,53.3645,0.742399654,-0.297867564,0.002015962
326,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt severity,%,3,96.48,6.4761,3,75.5,5.2983,0.782545605,-0.134425912,0.003143431
327,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt severity,%,3,96.48,6.4761,3,80.31,5.8872,0.832400498,-0.136006029,0.00329312
328,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt severity,%,3,96.48,6.4761,3,82.4,5.2983,0.854063018,-0.148145462,0.002880019
329,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Pseudomonas putida,Pseudomonas spp.,Single,Seed treatment,Green house,28DAI,Wilt severity,%,3,96.48,6.4761,3,77.01,9.4189,0.798196517,-0.150367847,0.00648824
330,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt severity,%,3,96.48,6.4761,3,85.89,8.2428,0.890236318,-0.157750296,0.004571899
331,18,Kurabachew et al. 2013,Ralstonia solanacearum,Tomato,Solanum lycopersicon,Solanaceae,Annual,Bacillus cereus,Bacillus spp.,Single,Seed treatment,Green house,28DAI,Wilt severity,%,3,107.3,10.5967,3,88.44,4.1205,0.824231128,-0.164908928,0.003974598
