study_id,Obs,Ambient CO2 (ppm),Elevated CO2 (ppm),CO2 difference (ppm),Treatment duration (years),Latitude,Longitude,Country,Fercility ,Unit,Other treatments,Data location,Notes,Nitrogen addition,Ecosystem,Vegetation,mean_ctrl,mean_trt,SD_ctrl,SD_trt,N_ctrl,N_trt,lnR,Var(lnR),,Mean_a,Mean_e,Std_a,Std_e,N_a,N_e,lnR,Var(lnR),,Mean_a,Mean_e,Std_a,Std_e,N_a,N_e,lnR,Var(lnR)
Johnson et al. 2003,93,350,686,336,5.0,28°38' N,80°42' W,USA,OTC,kg N ha-2 land,No,Table 2,*,No,Forest,Quercus myrtifolia,25.5000,35.8000,14.4250,18.1019,8,8,0.3393,0.072,,,,,,,,,,,,,,,,,,
Johnson et al. 2003,94,350,686,336,5.0,28°38' N,80°42' W,USA,OTC,kg N ha-2 land,No,Table 2,*,No,Forest,Quercus geminata,20.9000,16.8000,11.5966,14.1421,8,8,-0.2184,0.1271,,,,,,,,,,,,,,,,,,
Kim et al. 2011,95,380,622,242,0.3,35°10' N,126°53' E,South_Korea,GC,mg N pot-2,Fertilizer,Table 4,*,Yes,Cropland,Rice,597.0000,600.3000,59.7000,60.0300,6,6,0.0055,0.0033,,,,,,,,,,,,,,,,,,
Kim et al. 2011,96,380,622,242,0.3,35°10' N,126°53' E,South_Korea,GC,mg N pot-2,Fertilizer + Temperature,Table 4,*,Yes,Cropland,Rice,616.9000,664.6000,61.6900,66.4600,6,6,0.0745,0.0033,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (NCA),97,390,550,160,0.3,36°42' S,142°07' E,Australia,FACE,kg ha-1,Nitrogen,Fig. 3,*,Yes,Cropland,Wheat,122.2795,152.9210,13.5985,12.3577,4,4,0.2236,0.0047,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (NCA),98,390,550,160,0.3,36°42' S,142°07' E,Australia,FACE,kg ha-1,Nitrogen + Irrigation,Fig. 3,*,Yes,Cropland,Wheat,171.3918,180.8419,16.6080,24.7464,4,4,0.0537,0.007,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (AEE),99,415,550,135,0.7,40°10' N,116°14' E,China,FACE,kg ha-1,Low Nitrogen,Talbe 2; dc65,25 kg N ha-1 yr-1,Yes,Cropland,Wheat,118.1000,202.3000,11.8100,20.2300,3,3,0.5382,0.0067,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (AEE),100,415,550,135,0.7,40°10' N,116°14' E,China,FACE,kg ha-1,Low Nitrogen,Talbe 2; dc90,25 kg N ha-1 yr-1,Yes,Cropland,Wheat,185.3000,191.3000,18.5300,19.1300,3,3,0.0319,0.0067,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (AEE),101,415,550,135,0.7,40°10' N,116°14' E,China,FACE,kg ha-1,High Nitrogen,Talbe 2; dc65,95 kg N ha-1 yr-1,Yes,Cropland,Wheat,144.7000,148.4000,14.4700,14.8400,3,3,0.0252,0.0067,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (AEE),102,415,550,135,0.7,40°10' N,116°14' E,China,FACE,kg ha-1,High Nitrogen,Talbe 2; dc90,95 kg N ha-1 yr-1,Yes,Cropland,Wheat,156.1000,176.0000,15.6100,17.6000,3,3,0.12,0.0067,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (BFS),103,415,550,135,0.3,40°10' N,116°14' E,China,FACE,kg ha-1,Fertilizer,Table 1; Zhonghua 13,4.8 kg N ha-1 yr-1,Yes,Cropland,Soybean,288.0800,355.2400,38.1377,27.7441,3,3,0.2096,0.0079,,,,,,,,,,,,,,,,,,
Lam et al. 2012 (BFS),104,415,550,135,0.3,40°10' N,116°14' E,China,FACE,kg ha-1,Fertilizer,Table 1; Zhonghua 35,4.8 kg N ha-1 yr-1,Yes,Cropland,Soybean,253.0900,299.9000,51.9635,27.7371,3,3,0.1697,0.0169,,,,,,,,,,,,,,,,,,
Lam et al. 2013 (PS),105,390,700,310,0.7,36°43' S,142°10' E,Australia,GC,mg pot-1,No,Table 1,0 g N,No,Cropland,Field pea,421.3,525.5,42.1300,52.5500,2,2,0.221,0.01,,,,,,,,,,,,,,,,,,
Lam et al. 2013 (PS),106,390,700,310,0.7,36°43' S,142°10' E,Australia,GC,mg pot-1,Nitrogen,Table 1,50 kg N ha-1,Yes,Cropland,Barley,146.8,151.6,14.6800,15.1600,2,2,0.0322,0.01,,,,,,,,,,,,,,,,,,
Lam et al. 2013 (PS),107,390,700,310,0.7,36°43' S,142°10' E,Australia,GC,mg pot-1,No,Table 1,0 g N,No,Cropland,Barley,90.2,81.3,9.0200,8.1300,2,2,-0.1039,0.01,,,,,,,,,,,,,,,,,,
Lam et al. 2013 (PS_2),108,390,700,310,0.4,36°43' S,142°10' E,Australia,GC,mg pot-1,No,Table 4,cereal-legume soil,No,Cropland,Wheat,84.3000,85.8000,4.8000,3.2000,4,4,0.0176,0.0012,,,,,,,,,,,,,,,,,,
Lam et al. 2013 (PS_2),109,390,700,310,0.4,36°43' S,142°10' E,Australia,GC,mg pot-1,Residue,Table 4,cereal-legume soil,No,Cropland,Wheat,69.3000,62.2000,2.2000,2.6000,4,4,-0.1081,0.0007,,,,,,,,,,,,,,,,,,
Lam et al. 2013 (PS_2),110,390,700,310,0.4,36°43' S,142°10' E,Australia,GC,mg pot-1,No,Table 4,cereal-fallow soil,No,Cropland,Wheat,73.2000,77.4000,3.2000,2.4000,4,4,0.0558,0.0007,,,,,,,,,,,,,,,,,,
Lam et al. 2013 (PS_2),111,390,700,310,0.4,36°43' S,142°10' E,Australia,GC,mg pot-1,Residue,Table 4,cereal-fallow soil,No,Cropland,Wheat,60.8000,51.0000,4.2000,3.8000,4,4,-0.1758,0.0026,,,,,,,,,,,,,,,,,,
Larsen et al. 2011,112,350,510,160,2.0,55°53'N,11°58'E,Denmark,FACE,g N m-2,No,Table 2,Sum of APNP and BPNP,No,Heathland,*,28.4700,26.7400,10.7115,7.6383,6,6,-0.0627,0.0372,,,,,,,,,,,,,,,,,,
Larsen et al. 2011,113,350,510,160,2.0,55°53'N,11°58'E,Denmark,FACE,g N m-2,Drought,Table 2,Sum of APNP and BPNP,No,Heathland,*,32.4200,30.8700,8.4131,9.7505,6,6,-0.049,0.0279,,,,,,,,,,,,,,,,,,
Larsen et al. 2011,114,350,510,160,2.0,55°53'N,11°58'E,Denmark,FACE,g N m-2,Warming,Table 2,Sum of APNP and BPNP,No,Heathland,*,28.6100,24.6700,8.2102,8.5545,6,6,-0.1482,0.0338,,,,,,,,,,,,,,,,,,
Larsen et al. 2011,115,350,510,160,2.0,55°53'N,11°58'E,Denmark,FACE,g N m-2,Warming + Drought,Table 2,Sum of APNP and BPNP,No,Heathland,*,27.6700,23.8900,7.3285,8.7806,6,6,-0.1469,0.0342,,,,,,,,,,,,,,,,,,
Lee et al. 2003,116,368,560,192,2.0,45° N,93° W,USA,FACE,g N m-2,Nitrogen + Biodiversity,Table3; Lupinus absent,*,Yes,Grassland,*,9.7000,9.7000,4.9477,4.9477,17,17,0,0.0306,,,,,,,,,,,,,,,,,,
Lee et al. 2003,117,368,560,192,2.0,45° N,93° W,USA,FACE,g N m-2,Nitrogen + Biodiversity,Table3; Lupinus present,*,Yes,Grassland,*,12.6000,11.9000,4.5354,4.9477,17,17,-0.0572,0.0178,,,,,,,,,,,,,,,,,,
Martin-Olmedo et al. 2002,118,396,716,320,0.1,*,*,*,GC,mg N pot-1,Low Nitrogen,Fig. 3,*,Yes,Cropland,Barley,13.9900,24.5800,6.5578,9.8003,17,17,0.5636,0.0223,,,,,,,,,,,,,,,,,,
Martin-Olmedo et al. 2002,119,396,716,320,0.1,*,*,*,GC,mg N pot-1,High Nitrogen,Fig. 3,*,Yes,Cropland,Barley,24.2700,43.7100,7.2903,6.3908,17,17,0.5883,0.0066,,,,,,,,,,,,,,,,,,
Mikan et al. 2000,120,367,715,348,2.0,45°34' N,84°40' W,USA,OTC,g N m-2,Nitrogen,Table 1 * Table 3,20 mg N; Low-N soil,Yes,Forest,P. tremuloides,4.1225,4.3594,0.8231,0.6947,8,8,0.0559,0.0082,,,,,,,,,,,,,,,,,,
Mikan et al. 2000,121,367,715,348,2.0,45°34' N,84°40' W,USA,OTC,g N m-2,Nitrogen,Table 1 * Table 3,20 mg N; High-N soil,Yes,Forest,P. tremuloides,12.9828,15.7600,2.6652,2.6746,8,8,0.1938,0.0089,,,,,,,,,,,,,,,,,,
Nam et al. 2013,122,383,649,266,0.3,35°10'N,126°53'E,South_Korea,OTC,mg pot-1,Fertilizer,Table 4; 2007; Low N and P soil,5.5 g N m-2,Yes,Cropland,Rice,527.2,608.5,0.0000,46.2000,9,9,0.1434,0.0006,,,,,,,,,,,,,,,,,,
Nam et al. 2013,123,370,650,280,0.3,35°10'N,126°53'E,South_Korea,OTC,mg pot-1,Fertilizer,Table 4; 2008; Higher N and P soil,5.5 g N m-2,Yes,Cropland,Rice,870.1,964.1,0.0000,32.4000,9,9,0.1026,0.0001,,,,,,,,,,,,,,,,,,
Nam et al. 2013,124,383,649,266,0.3,35°10'N,126°53'E,South_Korea,OTC,mg pot-1,Fertilizer+warming,Table 4; 2007; Low N and P soil,5.5 g N m-2,Yes,Cropland,Rice,556.6,677.7,16.8000,85.5000,9,9,0.1969,0.0019,,,,,,,,,,,,,,,,,,
Nam et al. 2013,125,370,650,280,0.3,35°10'N,126°53'E,South_Korea,OTC,mg pot-1,Fertilizer+warming,Table 4; 2008; Higher N and P soil,5.5 g N m-2,Yes,Cropland,Rice,937,1064,23.1000,66.9000,9,9,0.1271,0.0005,,,,,,,,,,,,,,,,,,
Nguyen et al. 2006,126,*,800,*,0.1,*,*,*,GC,mg plant-1,Fertillizer,Table 5,0.3 g N; 10 mg P,Yes,Forest,Acacia auriculiformi,294.0000,350.0000,29.4000,35.0000,8,8,0.1744,0.0025,,,,,,,,,,,,,,,,,,
Nguyen et al. 2006,127,*,800,*,0.1,*,*,*,GC,mg plant-1,Fertillizer,Table 5,0.3 g N; 50 mg P,Yes,Forest,Acacia auriculiformi,301.0000,331.0000,30.1000,33.1000,8,8,0.095,0.0025,,,,,,,,,,,,,,,,,,
Nguyen et al. 2006,128,*,800,*,0.1,*,*,*,GC,mg plant-1,Fertillizer,Table 5,0.3 g N; 100 mg P,Yes,Forest,Acacia auriculiformi,392.0000,391.0000,39.2000,39.1000,8,8,-0.0026,0.0025,,,,,,,,,,,,,,,,,,
Nguyen et al. 2006,129,*,800,*,0.1,*,*,*,GC,mg plant-1,Fertillizer,Table 5,0.3 g N; 10 mg P,Yes,Forest,Acacia magium,337.0000,437.0000,33.7000,43.7000,8,8,0.2599,0.0025,,,,,,,,,,,,,,,,,,
Nguyen et al. 2006,130,*,800,*,0.1,*,*,*,GC,mg plant-1,Fertillizer,Table 5,0.3 g N; 50 mg P,Yes,Forest,Acacia magium,430.0000,513.0000,43.0000,51.3000,8,8,0.1765,0.0025,,,,,,,,,,,,,,,,,,
Nguyen et al. 2006,131,*,800,*,0.1,*,*,*,GC,mg plant-1,Fertillizer,Table 5,0.3 g N; 100 mg P,Yes,Forest,Acacia magium,475.0000,469.0000,47.5000,46.9000,8,8,-0.0127,0.0025,,,,,,,,,,,,,,,,,,
Niboyet et al. 2010,132,318,645,327,0.2,*,*,*,GC,g,No,Fig. 1c,*,No,Grassland,Dactylis glomerata,0.1505,0.1452,0.0279,0.0000,3,3,-0.0359,0.0115,,,,,,,,,,,,,,,,,,
Niboyet et al. 2010,133,318,645,327,0.2,*,*,*,GC,g,Nitrogen,Fig. 1c,10 g N m-2,Yes,Grassland,Dactylis glomerata,0.5591,0.6075,0.0466,0.1117,3,3,0.083,0.0136,,,,,,,,,,,,,,,,,,
Niklaus et al. 1998,134,360,630,270,2.0,47°33' N,7°34' E,Switzerland,GC,kg N ha-1 land,No,Fig. 5,*,No,Grassland,*,6.8702,7.7099,0.7785,0.6828,8,8,0.1153,0.0026,,,,,,,,,,,,,,,,,,
Niklaus et al. 1998,135,360,630,270,2.0,47°33' N,7°34' E,Switzerland,GC,kg N ha-1 land,Phosphorus,Fig. 5,*,No,Grassland,*,6.7939,8.0153,1.5719,1.7407,8,8,0.1653,0.0126,,,,,,,,,,,,,,,,,,
Niklaus et al. 1998,136,360,630,270,2.0,47°33' N,7°34' E,Switzerland,GC,kg N ha-1 land,Legume,Fig. 5,*,No,Grassland,*,12.0611,13.5878,1.8573,4.1922,8,8,0.1192,0.0149,,,,,,,,,,,,,,,,,,
Niklaus et al. 1998,137,360,630,270,2.0,47°33' N,7°34' E,Switzerland,GC,kg N ha-1 land,Phosphorus & legume,Fig. 5,*,No,Grassland,*,14.3511,17.2519,3.1139,2.1374,8,8,0.1841,0.0078,,,,,,,,,,,,,,,,,,
Niklaus et al. 2003,138,360,600,240,6.0,47°33' N,7°34' E,Switzerland,OTC,g N m-2 land,No,Fig. 7 (ANP + BNP),*,No,Grassland,*,16.8000,18.6000,3.6878,1.8974,8,8,0.1018,0.0073,,,,,,,,,,,,,,,,,,
Norby 1987,139,350,700,350,0.2,*,*,USA,GC,mg plant-1,No,Table 2,*,No,Forest,E. angustifolia,33.0000,37.0000,3.3000,3.7000,10,10,0.1144,0.002,,,,,,,,,,,,,,,,,,
Norby 1987,140,350,700,350,0.3,*,*,USA,GC,mg plant-1,No,Table 2,*,No,Forest,A. glutinosa,34.0000,36.0000,3.4000,3.6000,10,10,0.0572,0.002,,,,,,,,,,,,,,,,,,
Norby 1987,141,350,700,350,0.3,*,*,USA,GC,mg plant-1,No,Table 2,*,No,Forest,R. pseudoacacia,145.0000,160.0000,14.5000,16.0000,10,10,0.0984,0.002,,,,,,,,,,,,,,,,,,
Norby & Iversen 2006,142,319,544,225,6.0,35°54'N,84°20' W,USA,FACE,kg N ha-1 land,No,Fig. 6,*,No,Forest,Sweetgum,96.5116,124.8062,8.2896,7.5218,3,2,0.2571,0.0043,,,,,,,,,,,,,,,,,,
Oikawa et al. 2010,143,384.7,593,208.3,0.3,39°44' N,141°7' E,Japan,GC,g plant-1,Fertillizer (nodulated),ANP + BNP,sd; 0.3 g N,Yes,Cropland,Soybean,0.2231,0.2638,0.0159,0.0083,5,5,0.1676,0.0012,,,,,,,,,,,,,,,,,,
Oikawa et al. 2010,144,384.7,593,208.3,0.3,39°44' N,141°7' E,Japan,GC,g plant-1,Fertillizer (non-nodulated),ANP + BNP,sd; 0.3 g N,Yes,Cropland,Soybean,0.1257,0.1309,0.0085,0.0103,5,5,0.0405,0.0022,,,,,,,,,,,,,,,,,,
Pang et al. 2006,145,*,*,200,0.3,31°37' N,120°28' E,China,FACE,mg pot-1,Low Nitrogen,Table 2,14 mg N L-1,Yes,Cropland,Rice,388.3,416.2,8.3138,1.5588,3,3,0.0694,0.0002,,,,,,,,,,,,,,,,,,
Pang et al. 2006,146,*,*,200,0.3,31°37' N,120°28' E,China,FACE,mg pot-1,High Nitrogen,Table 2,28 mg N L-1,Yes,Cropland,Rice,771,806.2,3.8105,10.7387,3,3,0.0446,0.0001,,,,,,,,,,,,,,,,,,
Perez-Lopez et al. 2013,147,350,700,350,0.1,*,*,Canada,GC,mg plant-1,Fertilizer,Fig. 5a + b + c,10.5 g N day-1 m-3,Yes,Cropland,Barley,43.7222,48.3954,2.2755,1.8815,6,6,0.1015,0.0007,,,,,,,,,,,,,,,,,,
Perez-Lopez et al. 2013,148,350,700,350,0.1,*,*,Canada,GC,mg plant-1,Fertilizer,Fig. 5a + b + c,10.5 g N day-1 m-3,Yes,Cropland,Barley,34.2342,42.3695,1.6910,1.1097,6,6,0.2132,0.0005,,,,,,,,,,,,,,,,,,
Perez-Lopez et al. 2013,149,350,700,350,0.1,*,*,Canada,GC,mg plant-1,Fertilizer,Fig. 5a + b + c,10.5 g N day-1 m-3,Yes,Cropland,Barley,26.3956,32.5730,1.3857,1.2242,6,6,0.2103,0.0007,,,,,,,,,,,,,,,,,,
Perez-Lopez et al. 2013,150,350,700,350,0.1,*,*,Canada,GC,mg plant-1,Fertilizer,Fig. 5a + b + c,10.5 g N day-1 m-3,Yes,Cropland,Barley,20.5139,27.7483,0.9045,1.1074,6,6,0.3021,0.0006,,,,,,,,,,,,,,,,,,
Polley et al. 1997,151,385,690,305,1.1,*,*,*,GC,g container-1,No,Fig. 4,385 ppm vs. 690 ppm,No,Forest,A. smallii,27.6442,41.3462,2.7644,4.1346,3,3,0.4026,0.0067,,,,,,,,,,,,,,,,,,
Polley et al. 1997,152,385,980,595,1.1,*,*,*,GC,g container-1,No,Fig. 4,385 ppm vs. 980 ppm,No,Forest,A. smallii,27.6442,50.0000,2.7644,5.0000,3,3,0.5926,0.0067,,,,,,,,,,,,,,,,,,
Pregitzer et al. 1995,153,245,693,448,0.4,45°34' N,84°40' W,USA,OTC,g N chamber-1,No,Table 1 * Table 2,Low-N soil,No,Forest,Populus x euramericana,5.1887,5.3914,0.8946,0.8986,5,5,0.0383,0.0115,,,,,,,,,,,,,,,,,,
Pregitzer et al. 1995,154,245,693,448,0.4,45°34' N,84°40' W,USA,OTC,g N chamber-1,No,Table 1 * Table 2,High-N soil,No,Forest,Populus x euramericana,11.5243,16.6589,0.5342,0.6754,5,5,0.3685,0.0008,,,,,,,,,,,,,,,,,,
Reich & Hobbie 2013,155,368,560,192,13.0,45° N,93° W,USA,FACE,g N m-2,Biodiversity,Fig. S1c,*,No,Grassland,*,8.2536,9.0907,0.2008,0.2998,3,3,0.0966,0.0006,,,,,,,,,,,,,,,,,,
Reich & Hobbie 2013,156,368,560,192,13.0,45° N,93° W,USA,FACE,g N m-2,Biodiversity + Nitrogen,Fig. S1c,*,Yes,Grassland,*,10.7116,11.7792,0.2662,0.2972,3,3,0.095,0.0004,,,,,,,,,,,,,,,,,,
Roy et al. 2012,157,390,550,160,0.3,20°25'N,85°55'E,India,OTC,g N m-2,Fertillizer + warming,Table 2 (ANP + BNP),100 kg N ha-1,Yes,Cropland,Rice,6.6660,8.3980,0.6666,0.8398,5,5,0.231,0.004,,,,,,,,,,,,,,,,,,
Runion et al. 1999,158,372,740,367,1.7,*,*,*,OTC,g,No,Table 1 (Biomass)* Table 3 (nitrogen),Water stress 1,No,Forest,Pine,6.8486,7.3049,0.6849,0.7305,5,5,0.0645,0.004,,,,,,,,,,,,,,,,,,
Runion et al. 1999,159,372,740,367,1.7,*,*,*,OTC,g,No,Table 1 (Biomass)* Table 3 (nitrogen),Water stress 2,No,Forest,Pine,1.6641,2.4170,0.1664,0.2417,5,5,0.3732,0.004,,,,,,,,,,,,,,,,,,
Schortemeyer et al. 2002,160,350,700,350,0.4,*,*,Australian,GC,mmol,No,Table 5 (Final total N content),*,No,Grassland,A. aneura,0.3700,0.5400,0.1200,0.1500,9,9,0.3781,0.0203,,,,,,,,,,,,,,,,,,
Schortemeyer et al. 2002,161,350,700,350,0.4,*,*,Australian,GC,mmol,No,Table 5 (Final total N content),*,No,Grassland,A. tetragonophylla,2.1000,2.9000,0.6000,2.4000,9,9,0.3228,0.0852,,,,,,,,,,,,,,,,,,
Schortemeyer et al. 2002,162,350,700,350,0.4,*,*,Australian,GC,mmol,No,Table 5 (Final total N content),*,No,Grassland,A. irrorata,4.6000,6.3000,2.7000,5.4000,9,9,0.3145,0.1199,,,,,,,,,,,,,,,,,,
Schortemeyer et al. 2002,163,350,700,350,0.4,*,*,Australian,GC,mmol,No,Table 5 (Final total N content),*,No,Grassland,A. dealbata,22.3000,43.4000,11.1000,15.9000,9,9,0.6659,0.0424,,,,,,,,,,,,,,,,,,
Schortemeyer et al. 2002,164,350,700,350,0.4,*,*,Australian,GC,mmol,No,Table 5 (Final total N content),*,No,Grassland,A. mearnsii,19.7000,20.5000,12.3000,13.8000,9,9,0.0398,0.0937,,,,,,,,,,,,,,,,,,
Schortemeyer et al. 2002,165,350,700,350,0.4,*,*,Australian,GC,mmol,No,Table 5 (Final total N content),*,No,Grassland,A. implexa,10.5000,20.2000,10.2000,19.2000,9,9,0.6543,0.2052,,,,,,,,,,,,,,,,,,
Schortemeyer et al. 2002,166,350,700,350,0.4,*,*,Australian,GC,mmol,No,Table 5 (Final total N content),*,No,Grassland,A. melanoxylon,11.6000,28.3000,6.0000,10.2000,9,9,0.8919,0.0442,,,,,,,,,,,,,,,,,,
Shervin et al. 2013,167,400,640,240,0.2,*,*,Australia,GC,mg plant-1,No,Fig. 5a,*,No,Forest,Blue gum,71.02272727,129.5454545,31.4918,54.1266,3,3,0.601,0.1237,,,,,,,,,,,,,,,,,,
Shervin et al. 2013,168,400,640,240,0.2,*,*,Australia,GC,mg plant-1,Warming,Fig. 5a,*,No,Forest,Blue gum,86.93181818,185.7954545,16.7300,30.5077,3,3,0.7595,0.0213,,,,,,,,,,,,,,,,,,
Shimono et al. 2012,169,380,580,200,0.3,39°42'N,141°08'E,Japan,OTC,mg plant-1,Fertillizer,Table 2 ((top+root weight)*N concentration),0.78 kg N m-3; Morioka,Yes,Cropland,Soybean,228.3890,297.0550,3.2190,20.4955,3,3,0.2629,0.0017,,,,,,,,,,,,,,,,,,
Shimono et al. 2012,170,380,580,200,0.3,39°42'N,141°08'E,Japan,OTC,mg plant-1,Fertillizer + Waterlogging,Table 2 ((top+root weight)*N concentration),0.78 kg N m-3; Morioka,Yes,Cropland,Soybean,86.0890,104.1680,2.6615,4.7015,3,3,0.1906,0.001,,,,,,,,,,,,,,,,,,
Smart et al. 1997,171,360,1000,640,0.1,*,*,*,GC,g m-2,Nitrogen (100 mM),Table 1 (N assimilated),Low N,Yes,Cropland,Wheat,32.9800,36.1800,3.0831,6.5000,3,4,0.0926,0.011,,,,,,,,,,,,,,,,,,
Smart et al. 1997,172,360,1000,640,0.1,*,*,*,GC,g m-2,Nitrogen (1000 mM),Table 1 (N assimilated),High N,Yes,Cropland,Wheat,33.1900,38.2100,2.8752,7.3800,3,4,0.1408,0.0118,,,,,,,,,,,,,,,,,,
Soussana et al. 1996,173,350,700,350,2.0,*,*,France,GC,kg N ha-1,Low Nitrogen,Table 1A + Table 3,N- (160 kg N fertilizer ha -1 y-1),Yes,Grassland,Ryegrass,145.0000,190.0000,10.9805,21.9219,4,4,0.2703,0.0048,,,,,,,,,,,,,,,,,,
Soussana et al. 1996,174,350,700,350,2.0,*,*,France,GC,kg N ha-1,High Nitrogen,Table 1A + Table 3,N+ (530 kg N fertilizer ha -1 y-1),Yes,Grassland,Ryegrass,145.0000,197.0000,26.6029,43.4117,4,4,0.3065,0.0206,,,,,,,,,,,,,,,,,,
Soussana et al. 1996,175,350,700,350,2.0,*,*,France,GC,kg N ha-1,Low Nitrogen + warming,Table 1A + Table 3,N- (160 kg N fertilizer ha -1 y-1),Yes,Grassland,Ryegrass,145.0000,185.0000,10.9805,20.3048,4,4,0.2436,0.0044,,,,,,,,,,,,,,,,,,
Soussana et al. 1996,176,350,700,350,2.0,*,*,France,GC,kg N ha-1,High Nitrogen + warming,Table 1A + Table 3,N+ (530 kg N fertilizer ha -1 y-1),Yes,Grassland,Ryegrass,83.0000,104.0000,26.6029,24.8021,4,4,0.2256,0.0399,,,,,,,,,,,,,,,,,,
Thomas et al. 2000,177,350,700,350,0.3,9°51‘ N,84°14’W,Costa Rica,GC,mg plant-1,No,Table 2(N content),*,No,Forest,Gliricidia sepium,895.6000,996.2000,131.9280,49.6407,5,5,0.1065,0.0048,,,,,,,,,,,,,,,,,,
Thomas et al. 2000,178,350,700,350,0.3,9°51‘ N,84°14’W,Costa Rica,GC,mg plant-1,Low Nitrogen,Table 2(N content),NH4NO3 (1 Mm),Yes,Forest,Gliricidia sepium,921.3000,1087.0000,126.1142,612.0118,5,5,0.1654,0.0671,,,,,,,,,,,,,,,,,,
Thomas et al. 2000,179,350,700,350,0.3,9°51‘ N,84°14’W,Costa Rica,GC,mg plant-1,High Nitrogen,Table 2(N content),NH4NO3 (10 Mm),Yes,Forest,Gliricidia sepium,940.7000,1559.3000,172.4008,399.3617,5,5,0.5054,0.0198,,,,,,,,,,,,,,,,,,
Tingey et al. 2003,180,*,*,180,4.0,*,*,USA,OTC,g plant-1,Warming,"Fig. 3a (total), only AC and EC",*,No,Forest,P. menziesii,3.4796,3.2854,0.9205,0.6079,5,5,-0.0574,0.0208,,,,,,,,,,,,,,,,,,
Torbet et al. 2004,181,357,750,393,3.0,32.6° N,85.5°W,USA,OTC,kg N ha-1,Nitrogen,Table 2 (Plant N),101 kg N ha-1,Yes,Cropland,sorghum,76.4667,79.3333,7.6467,7.9333,3,3,0.0368,0.0067,,,,,,,,,,,,,,,,,,
Torbet et al. 2004,182,357,750,393,3.0,32.6° N,85.5°W,USA,OTC,kg N ha-1,Nitrogen,Table 3 (Plant N total),34 kg N ha-1,Yes,Cropland,soybean,223.3667,288.4000,22.3367,28.8400,3,3,0.2555,0.0067,,,,,,,,,,,,,,,,,,
Verburg et al. 2004,183,365,700,335,0.2,*,*,*,GC,mg plant-1,No,Fig. 3,unlabeled; sum of tissues,No,Forest,Pine,1969.6552,1947.5862,244.9501,310.2546,4,4,-0.0113,0.0102,,,,,,,,,,,,,,,,,,
Verburg et al. 2004,184,365,700,335,0.2,*,*,*,GC,mg plant-1,No,Fig. 3,labeled; sum of tissues,No,Forest,Pine,1487.8161,1616.5517,231.2273,171.3802,4,4,0.083,0.0088,,,,,,,,,,,,,,,,,,
Vogel et al. 1997,185,349,695,346,0.4,45°34' N,84°40' W,USA,OTC,g plant-1,No,Table 3,*,No,Forest,Black alder,1.0680,1.5000,0.1051,0.1543,5,5,0.3397,0.0041,,,,,,,,,,,,,,,,,,
Zak et al. 2007,186,374,531,157,7.0,45°40.5' N,89°37.5' W,USA,FACE,g N m-2 land,O3; average of contral and O3,Table 1,*,No,Forest,Across plant community type,13.6000,19.0000,4.7631,6.1141,3,3,0.3344,0.0754,,,,,,,,,,,,,,,,,,
Zak et al. 2000b,187,367,715,348,2.5,45°34' N,84°40' W,USA,OTC,g N chamber-1,Nitrogen,Table 3,20 mg N; Low-N soil,Yes,Forest,P. tremuloides,35.6000,36.0000,3.7566,9.4362,5,5,0.0112,0.016,,,,,,,,,,,,,,,,,,
Zak et al. 2000b,188,367,715,348,2.5,45°34' N,84°40' W,USA,OTC,g N chamber-1,Nitrogen,Table 3,20 mg N; High-N soil,Yes,Forest,P. tremuloides,136.7000,154.8000,6.0150,9.2797,5,5,0.1243,0.0011,,,,,,,,,,,,,,,,,,
Zanetti et al. 1996,189,350,600,250,2.0,47°27'N,8°41'E,Switzerland,FACE,g N m-2,Low Nitrogen,ANP + BNP,17 g N m-2,Yes,Cropland,White clover,53.9350,60.0850,5.3935,6.0085,3,3,0.108,0.0067,,,,,,,,,,,,,,,,,,
Zanetti et al. 1996,190,350,600,250,2.0,47°27'N,8°41'E,Switzerland,FACE,g N m-2,High Nitrogen,ANP + BNP,51.3 g N m-2,Yes,Cropland,White clover,54.8283,58.1767,5.4828,5.8177,3,3,0.0593,0.0067,,,,,,,,,,,,,,,,,,
