study_id,Comparison#,Author,Year publication,Journal,Title,Author Affiliation,Country,Continent,Developed,Development,Latitude,Publisher,Study type,In Seufert,In Badgley,In de Ponti,Crop species,Crop type,Duration of study,Research project,Study site,Y_coord,X_coord,year-org,year-conv,DataThief used,Perennial,Legume,Comparability of system,Drought,Time since conversion,Conv system type,Org system type,Conv yield comparability,BMP,Multi crop,Rotations,non food rotation,Org fertilizer type,Green manure org,Animal manure org,N input,N inputs include all inputs,Org N input kg/ha,Conv N input kg/ha,P input,Org P input kg/ha,Conv P input kg/ha,Irrigation,Tillage,GDD,Moisture,Soil carbon,Soil pH,Soil pH source,Yield unit,Data location,Conv treatment,Organic treatment,Variance across year,Lajeunesse method used,mean_ctrl,SD_ctrl,N_ctrl,mean_trt,SD_trt,N_trt,lnRR,var lnRR
57,495,Klepper et al.,1977,American Journal of Agricultural Economics ,Economic Performance and Energy Intensiveness on Organic and Conventional Farms in the Corn Belt: A Preliminary Comparison,"Center for the Biology of Natural Systems, Washington University",United States,North America,yes,very high,temperate,journal,on-farm trial,no,no,no,soybean,oil crops,very short,corn belt survey 1974 to 1975,"corn belt, USA",NA,NA,1974 to 1975,1974 to 1975,no,annual,non-legume,not truly comparable,no,young,commercial,org stand,comparable,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high,NA,NA,NA,NA,bushel/a,Tab. 3,conv,org,yes,no,33.5,6.363961031,2,33.5,2.121320344,2,0,0.020049009
57,496,Klepper et al.,1977,American Journal of Agricultural Economics ,Economic Performance and Energy Intensiveness on Organic and Conventional Farms in the Corn Belt: A Preliminary Comparison,"Center for the Biology of Natural Systems, Washington University",United States,North America,yes,very high,temperate,journal,on-farm trial,no,no,no,maize,cereals,very short,corn belt survey 1974 to 1975,"corn belt, USA",NA,NA,1974 to 1975,1974 to 1975,no,annual,non-legume,not truly comparable,no,young,commercial,org stand,comparable,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high,NA,NA,NA,NA,bushel/a,Tab. 3,conv,org,yes,no,85,12.72792206,2,74,0,2,-0.138586163,0.011211073
58,497,Knudsen et al.,2010,"Journal of Cleaner Production 18, 1431-1439",Environmental assessment of organic soybean (Glycine max.) imported from China to Denmark: a case study,"Department of Agriculture and Ecology, University of Copenhagen",China,Asia,no,medium,temperate,journal,survey,yes,no,no,soybean,oil crops,very short,"LCA organic soybean production Jilin province, China","Jilin Province, China",43.7,126.2,2006,2006,no,annual,legume,not truly comparable,no,NA,commercial,org stand,higher,no,NA,NA,NA,mix,NA,no,similar,NA,45,47,more conv,8,14,no,NA,NA,NA,NA,NA,NA,kg/ha,Tab. 2,conv,org,no,no,3083,310,15,2788,306,20,-0.100578656,0.001276359
63,620,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Minnesota (Southern Third),44,-94,1975,1975,no,annual,non-legume,not truly comparable,no,young,commercial,certified,comparable,no,NA,NA,NA,mix,NA,yes,NA,NA,NA,105,NA,NA,23.5,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,5.33,0.636867333,6,6.02,0.75934182,6,0.121736021,0.005031273
63,621,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Iowa,42,-93,1976,1976,no,annual,non-legume,not truly comparable,no,established,commercial,certified,comparable,no,NA,NA,NA,fertilizer,NA,no,more conv,NA,5.6,122,more conv,2.5,17.6,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,8.28,0.697137002,15,6.9,1.626653005,15,-0.182321557,0.004177694
63,622,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Minnesota (Southern Third),44,-94,1975,1975,no,annual,non-legume,not truly comparable,no,young,commercial,certified,comparable,no,NA,NA,NA,mix,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,3.33,2.327015256,6,3.45,1.200249974,6,0.035401927,0.101559927
63,623,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Minnesota (Southern Third),44,-94,1976,1976,no,annual,non-legume,not truly comparable,no,young,commercial,certified,comparable,no,NA,NA,NA,mix,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,5.27,1.200624837,15,5.33,1.394274005,15,0.011320876,0.008022158
63,624,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Minnesota (Southern Third),44,-94,1976,1976,no,annual,non-legume,not truly comparable,no,young,commercial,certified,lower,no,NA,NA,NA,fertilizer,NA,no,more conv,NA,13.44,112,more conv,6,39.1,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,0.5,0.929516003,15,3.95,0.929516003,15,2.066862759,0.234091716
63,625,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Iowa,42,-93,1975,1975,no,annual,non-legume,not truly comparable,no,young,commercial,certified,comparable,no,NA,NA,NA,mix,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,6.9,1.028785692,6,5.27,1.126765282,6,-0.269491049,0.011324042
63,626,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Nebraska (Eastern third),42,-96,1976,1976,no,annual,non-legume,not truly comparable,no,established,commercial,certified,comparable,no,NA,NA,NA,mix,NA,yes,NA,NA,NA,150,NA,NA,22.5,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,3.95,1.355544171,15,4.71,1.549193338,15,0.175972329,0.015063679
63,627,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Illinois (northern third),40,-89,1977,1977,no,annual,non-legume,not truly comparable,no,young,commercial,certified,comparable,no,NA,NA,NA,mix,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,11.19,0.929516003,15,10.32,1.12316517,15,-0.080936762,0.001249658
63,628,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Illinois (northern third),40,-89,1977,1977,no,annual,non-legume,not truly comparable,no,young,commercial,certified,comparable,no,NA,NA,NA,mix,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,6.44,1.471733672,15,5.48,1.161895004,15,-0.161423439,0.006478696
63,629,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Minnesota (Southern Third),44,-94,1976,1976,no,annual,non-legume,not truly comparable,no,young,commercial,certified,higher,no,NA,NA,NA,mix,NA,yes,NA,NA,NA,146,NA,NA,24.5,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,7.34,1.316814338,15,4.02,1.742842506,15,-0.60205694,0.014676314
63,630,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Iowa,42,-93,1977,1977,no,annual,non-legume,not truly comparable,no,established,commercial,certified,comparable,no,NA,NA,NA,plant,NA,no,more conv,NA,0,167,more conv,0,49,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,9.51,1.239354671,15,9.46,1.161895004,15,-0.005271493,0.002137922
63,631,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Iowa,42,-93,1977,1977,no,annual,non-legume,not truly comparable,no,established,commercial,certified,comparable,no,NA,NA,NA,fertilizer,NA,no,more conv,NA,8.96,140,more conv,4,4.9,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,4.36,1.316814338,15,3.67,0.697137002,15,-0.172280395,0.00848668
63,632,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Iowa,42,-93,1977,1977,no,annual,non-legume,not truly comparable,no,established,commercial,certified,comparable,no,NA,NA,NA,plant,NA,no,more conv,NA,0,194,more conv,0,47,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,7.83,1.433003838,15,7.66,0.852056336,15,-0.021950526,0.003057829
63,633,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Iowa,42,-93,1977,1977,no,annual,non-legume,not truly comparable,no,established,commercial,certified,comparable,no,NA,NA,NA,mix,NA,yes,NA,NA,NA,184,NA,NA,31.3,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,8.31,1.045705503,15,10.78,0.89078617,15,0.260232957,0.00151088
63,634,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Iowa,42,-93,1977,1977,no,annual,non-legume,not truly comparable,no,established,commercial,certified,comparable,no,NA,NA,NA,mix,NA,yes,NA,NA,NA,188,NA,NA,45,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,6.6,1.045705503,15,6.2,0.968245837,15,-0.062520357,0.003299464
63,635,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Iowa,42,-93,1977,1977,no,annual,non-legume,not truly comparable,no,established,commercial,certified,comparable,no,NA,NA,NA,fertilizer,NA,no,more conv,NA,7.84,98.6,more conv,3.5,15.7,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,1.97,0.852056336,15,4.15,0.968245837,15,0.745074791,0.016100308
63,636,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Missouri (northern third),39,-93,1977,1977,no,annual,non-legume,not truly comparable,no,young,commercial,certified,comparable,no,NA,NA,NA,fertilizer,NA,no,more conv,NA,5.6,140,more org,2.5,0,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,6.41,1.239354671,15,5.72,0.89078617,15,-0.113890466,0.004109033
63,637,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Minnesota (Southern Third),44,-94,1977,1977,no,annual,non-legume,not truly comparable,no,young,commercial,certified,comparable,no,NA,NA,NA,fertilizer,NA,no,NA,NA,8.96,NA,NA,4,NA,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,10.58,1.278084504,15,7.28,1.665382839,15,-0.373834564,0.004461658
63,638,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Illinois (northern third),40,-89,1978,1978,no,annual,non-legume,not truly comparable,no,young,commercial,certified,comparable,no,NA,NA,NA,mix,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,9.23,1.084435337,15,7.9,1.781572339,15,-0.155596289,0.004310747
63,639,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Iowa,42,-93,1978,1978,no,annual,non-legume,not truly comparable,no,established,commercial,certified,comparable,no,NA,NA,NA,mix,NA,yes,NA,NA,NA,141,NA,NA,31.3,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,10.28,1.587923172,15,10.16,1.045705503,15,-0.011741818,0.002296895
63,640,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Iowa,42,-93,1978,1978,no,annual,non-legume,not truly comparable,no,established,commercial,certified,comparable,no,NA,NA,NA,fertilizer,NA,no,more conv,NA,11.2,124,more conv,5,10.8,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,6.5,1.045705503,15,3.16,1.278084504,15,-0.721230149,0.012631148
63,641,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Iowa,42,-93,1978,1978,no,annual,non-legume,not truly comparable,no,established,commercial,certified,comparable,no,NA,NA,NA,mix,NA,yes,NA,NA,NA,179,NA,NA,25.9,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,10.52,1.045705503,15,5.19,1.433003838,15,-0.70654451,0.005741111
63,642,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Illinois (northern third),40,-89,1977,1977,no,annual,non-legume,not truly comparable,no,young,commercial,certified,comparable,no,NA,NA,NA,fertilizer,NA,no,more conv,NA,5.6,128,more conv,2.5,53.8,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,5.96,1.239354671,15,5.26,1.433003838,15,-0.124939454,0.007830779
63,643,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Iowa,42,-93,1975,1975,no,annual,non-legume,not truly comparable,no,established,commercial,certified,comparable,no,NA,NA,NA,fertilizer,NA,no,more conv,NA,4.48,100,more conv,2,29.4,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,7.97,1.126765282,6,7.78,1.371714256,6,-0.024128155,0.008512226
63,644,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Iowa,42,-93,1976,1976,no,annual,non-legume,not truly comparable,no,young,commercial,certified,higher,no,NA,NA,NA,mix,NA,yes,NA,NA,NA,121,NA,NA,22.5,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,9.48,1.433003838,15,9.79,1.200624837,15,0.03217714,0.002525975
63,645,Lockeretz et al.,1980,"Agronomy Journal 72, 65-72",Maize yields and soil nutrients levels with and without pesticides and standard commercial fertilizers,northeast Solar Energy Center,United States,North America,yes,very high,temperate,journal,experimental,yes,no,no,maize,cereals,very short,mixed grain-livestock farm comparison Corn Belt,Iowa,42,-93,1976,1976,no,annual,non-legume,not truly comparable,no,established,commercial,certified,comparable,no,NA,NA,NA,mix,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,neutral,paper,t/ha,Tab. 1,conv,org,no,no,7.85,0.89078617,15,8.1,1.510463505,15,0.03135053,0.003176697
65,649,"LTRAS, UC Davis",unpublished,http://ltras.ucdavis.edu/data,Russell Ranch Sustainable Agriculture Facility,"University of California, Davis, CA",United States,North America,yes,very high,temperate,grey,experimental,yes,no,no,maize,cereals,long,"LTRAS UC Davis,1997-2011","Russell Ranch, near Davis, California",38.53,-121.78,1998,1998,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kg/ha,http://ltras.ucdavis.edu/data,conv,org,no,no,10283.57,265.21,3,7088.88,1261.34,3,-0.372020117,0.010774992
65,650,"LTRAS, UC Davis",unpublished,http://ltras.ucdavis.edu/data,Russell Ranch Sustainable Agriculture Facility,"University of California, Davis, CA",United States,North America,yes,very high,temperate,grey,experimental,yes,no,no,maize,cereals,long,"LTRAS UC Davis,1997-2011","Russell Ranch, near Davis, California",38.53,-121.78,1997,1997,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kg/ha,http://ltras.ucdavis.edu/data,conv,org,no,no,12415.26,39.32,3,10365.08,525.96,3,-0.180483897,0.000861643
65,651,"LTRAS, UC Davis",unpublished,http://ltras.ucdavis.edu/data,Russell Ranch Sustainable Agriculture Facility,"University of California, Davis, CA",United States,North America,yes,very high,temperate,grey,experimental,yes,no,no,maize,cereals,long,"LTRAS UC Davis,1997-2011","Russell Ranch, near Davis, California",38.53,-121.78,2002,2002,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kg/ha,http://ltras.ucdavis.edu/data,conv,org,no,no,11412.97,459.23,3,4848.63,1167.03,3,-0.856054237,0.019850684
65,652,"LTRAS, UC Davis",unpublished,http://ltras.ucdavis.edu/data,Russell Ranch Sustainable Agriculture Facility,"University of California, Davis, CA",United States,North America,yes,very high,temperate,grey,experimental,yes,no,no,maize,cereals,long,"LTRAS UC Davis,1997-2011","Russell Ranch, near Davis, California",38.53,-121.78,1999,1999,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kg/ha,http://ltras.ucdavis.edu/data,conv,org,no,no,8989.91,407.69,3,6543.06,667.97,3,-0.317697891,0.004159541
65,661,"LTRAS, UC Davis",unpublished,http://ltras.ucdavis.edu/data,Russell Ranch Sustainable Agriculture Facility,"University of California, Davis, CA",United States,North America,yes,very high,temperate,grey,experimental,yes,no,no,maize,cereals,long,"LTRAS UC Davis,1997-2011","Russell Ranch, near Davis, California",38.53,-121.78,2000,2000,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kg/ha,http://ltras.ucdavis.edu/data,conv,org,no,no,11482.13,290.07,3,6684.49,819.92,3,-0.541001996,0.005227899
65,662,"LTRAS, UC Davis",unpublished,http://ltras.ucdavis.edu/data,Russell Ranch Sustainable Agriculture Facility,"University of California, Davis, CA",United States,North America,yes,very high,temperate,grey,experimental,yes,no,no,maize,cereals,long,"LTRAS UC Davis,1997-2011","Russell Ranch, near Davis, California",38.53,-121.78,2001,2001,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kg/ha,http://ltras.ucdavis.edu/data,conv,org,no,no,11622.46,650.6,3,7135.39,426.9,3,-0.487872523,0.002237657
66,677,Lyngbaek et al.,2001,"Agroforestry Systems 53, 205-213",Productivity and profitability of multistrata organic versus conventional coffee farms in Costa Rica,"School of Agriculture and Forest Sciences, University of Wales",Costa Rica,South America,no,high,tropical,journal,survey,yes,no,yes,coffee,beverage,short,coffee farm comparison Costa Rica,5 regions of Costa Rica,9.93,-84.08,1996,1996,no,perennial,non-legume,not truly comparable,no,NA,commercial,org stand,higher,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,t/ha,Tab. 1,conv,org,no,no,7.4,2.846049894,10,4.6,2.213594362,10,-0.475423697,0.037948719
66,678,Lyngbaek et al.,2001,"Agroforestry Systems 53, 205-213",Productivity and profitability of multistrata organic versus conventional coffee farms in Costa Rica,"School of Agriculture and Forest Sciences, University of Wales",Costa Rica,South America,no,high,tropical,journal,survey,yes,no,yes,coffee,beverage,short,coffee farm comparison Costa Rica,5 regions of Costa Rica,9.93,-84.08,1997,1997,no,perennial,non-legume,not truly comparable,no,NA,commercial,org stand,higher,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,t/ha,Tab. 1,conv,org,no,no,8,3.794733192,10,6.6,2.846049894,10,-0.192371893,0.041095041
66,679,Lyngbaek et al.,2001,"Agroforestry Systems 53, 205-213",Productivity and profitability of multistrata organic versus conventional coffee farms in Costa Rica,"School of Agriculture and Forest Sciences, University of Wales",Costa Rica,South America,no,high,tropical,journal,survey,yes,no,yes,coffee,beverage,short,coffee farm comparison Costa Rica,5 regions of Costa Rica,9.93,-84.08,1995,1995,no,perennial,non-legume,not truly comparable,no,NA,commercial,org stand,higher,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,t/ha,Tab. 1,conv,org,no,no,7.7,3.794733192,10,6.8,4.110960958,10,-0.124297717,0.060835844
72,717,Martinez-Sanchez,2008,"PhD Thesis, University of Washington",The role of organic production in biodiversity conservation in shade coffee plantations,"Department of Biology, University of Washington",Nicaragua,South America,no,medium,tropical,grey,survey,yes,no,,coffee,beverage,short,coffee farm comparison Nicaragua,"Nicaragua, northern highlands, Las Segovias and Jinotega",13,-86,2005,2005,yes,perennial,non-legume,not truly comparable,no,NA,commercial,certified,higher,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,kg/ha,Fig. 3.21,conv,org,no,no,1407.12,239.63,40,886.07,156.04,43,-0.462504387,0.001446256
72,718,Martinez-Sanchez,2008,"PhD Thesis, University of Washington",The role of organic production in biodiversity conservation in shade coffee plantations,"Department of Biology, University of Washington",Nicaragua,South America,no,medium,tropical,grey,survey,yes,no,,coffee,beverage,short,coffee farm comparison Nicaragua,"Nicaragua, northern highlands, Las Segovias and Jinotega",13,-86,2004,2004,yes,perennial,non-legume,not truly comparable,no,NA,commercial,certified,higher,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,kg/ha,Fig. 3.21,conv,org,no,no,1022.6,197.83,40,841.47,175.56,43,-0.19495332,0.00194794
72,719,Martinez-Sanchez,2008,"PhD Thesis, University of Washington",The role of organic production in biodiversity conservation in shade coffee plantations,"Department of Biology, University of Washington",Nicaragua,South America,no,medium,tropical,grey,survey,yes,no,,coffee,beverage,short,coffee farm comparison Nicaragua,"Nicaragua, northern highlands, Las Segovias and Jinotega",13,-86,2006,2006,yes,perennial,non-legume,not truly comparable,no,NA,commercial,certified,higher,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,kg/ha,Fig. 3.21,conv,org,no,no,1181.42,250.78,40,830.34,142.11,43,-0.352637128,0.001807655
98,919,Stonehouse et al.,1996,"Canadian Journal of Agricultural Economics 44, 81-99",A case study approach to comparing weed management strategies under alternative farming systems in Ontario,"Department of Agricultural Economics, University of Guelph",Canada,North America,yes,very high,temperate,journal,survey,yes,no,yes,wheat,cereals,short,farm survey Ontario,central SW Ontario district,44.25,-79,1989,1989,no,annual,non-legume,not truly comparable,no,NA,low input,certified,higher,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,t/ha,Tab. 3,conv,org,yes,yes,7.13,1.36,5,6.62,1.3,5,-0.074215864,0.014989203
98,920,Stonehouse et al.,1996,"Canadian Journal of Agricultural Economics 44, 81-99",A case study approach to comparing weed management strategies under alternative farming systems in Ontario,"Department of Agricultural Economics, University of Guelph",Canada,North America,yes,very high,temperate,journal,survey,yes,no,yes,wheat,cereals,short,farm survey Ontario,central SW Ontario district,44.25,-79,1989,1989,no,annual,non-legume,not truly comparable,no,NA,commercial,certified,higher,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,t/ha,Tab. 3,conv,org,yes,yes,6.32,1.32,5,6.62,1.3,5,0.046376162,0.016437162
