study_id,Obs,Ambient CO2 (ppm),Elevated CO2 (ppm),CO2 difference (ppm),Treatment duration (years),Latitude,Longitude,Country,Fercility ,Unit,Other treatments,Data location,Notes,Nitrogen addition,Ecosystem,Vegetation,mean_ctrl,mean_trt,SD_ctrl,SD_trt,N_ctrl,N_trt,lnR,Var(lnR),,Mean_a,Mean_e,Std_a,Std_e,N_a,N_e,lnR,Var(lnR),,Mean_a,Mean_e,Std_a,Std_e,N_a,N_e,lnR,Var(lnR)
Lam et al. 2012 (BFS),81,415,550,135,0.3,40°10' N,116°14' E,China,FACE,kg ha-1,Fertilizer,Table 1; Zhonghua 13,4.8 kg N ha-1 yr-1,Yes,Cropland,Soybean,5.0800,6.2400,1.5762,1.3164,3,3,0.2057,0.0469,,5.0800,6.2400,1.5762,1.3164,3,3,0.2057,0.0469,,*,*,*,*,*,*,*,*
Lam et al. 2012 (BFS),82,415,550,135,0.3,40°10' N,116°14' E,China,FACE,kg ha-1,Fertilizer,Table 1; Zhonghua 35,4.8 kg N ha-1 yr-1,Yes,Cropland,Soybean,4.0900,4.9000,0.4503,1.1605,3,3,0.1807,0.0227,,4.0900,4.9000,0.4503,1.1605,3,3,0.1807,0.0227,,*,*,*,*,*,*,*,*
Lam et al. 2013 (PS),83,390,700,310,0.7,36°43' S,142°10' E,Australia,GC,mg pot-1,No,Table 2,Sum across depths,No,Cropland,Field pea,4.12,5.42,0.4120,0.5420,2,2,0.2742,0.01,,4.12,5.42,0.4120,0.5420,2,2,0.2742,0.01,,*,*,*,*,*,*,*,*
Lam et al. 2013 (PS_2),84,390,700,310,0.4,36°43' S,142°10' E,Australia,GC,mg pot-1,No,Table 4,cereal-legume soil,No,Cropland,wheat,2.6500,3.1600,0.2400,0.8600,4,4,0.176,0.0206,,2.6500,3.1600,0.2400,0.8600,4,4,0.176,0.0206,,*,*,*,*,*,*,*,*
Lam et al. 2013 (PS_2),85,390,700,310,0.4,36°43' S,142°10' E,Australia,GC,mg pot-1,Residue,Table 4,cereal-legume soil,No,Cropland,wheat,1.9400,1.3300,0.3200,0.3800,4,4,-0.3775,0.0272,,1.9400,1.3300,0.3200,0.3800,4,4,-0.3775,0.0272,,*,*,*,*,*,*,*,*
Lam et al. 2013 (PS_2),86,390,700,310,0.4,36°43' S,142°10' E,Australia,GC,mg pot-1,No,Table 4,cereal-fallow soil,No,Cropland,wheat,2.1900,2.6800,0.1400,0.5600,4,4,0.2019,0.0119,,2.1900,2.6800,0.1400,0.5600,4,4,0.2019,0.0119,,*,*,*,*,*,*,*,*
Lam et al. 2013 (PS_2),87,390,700,310,0.4,36°43' S,142°10' E,Australia,GC,mg pot-1,Residue,Table 4,cereal-fallow soil,No,Cropland,wheat,1.5700,1.0600,0.1600,0.2000,4,4,-0.3928,0.0115,,1.5700,1.0600,0.1600,0.2000,4,4,-0.3928,0.0115,,*,*,*,*,*,*,*,*
Larsen et al. 2011,88,350,510,160,2.0,55°53'N,11°58'E,Denmark,FACE,g N m-2,No,Table 2,Sum of species,No,Heathland,*,3.7300,3.1500,1.3481,1.0844,6,6,-0.169,0.0415,,3.7300,3.1500,1.3481,1.0844,6,6,-0.169,0.0415,,*,*,*,*,*,*,*,*
Larsen et al. 2011,89,350,510,160,2.0,55°53'N,11°58'E,Denmark,FACE,g N m-2,Drought,Table 2,Sum of species,No,Heathland,*,7.2500,4.2500,4.2405,2.2541,6,6,-0.5341,0.1039,,7.2500,4.2500,4.2405,2.2541,6,6,-0.5341,0.1039,,*,*,*,*,*,*,*,*
Larsen et al. 2011,90,350,510,160,2.0,55°53'N,11°58'E,Denmark,FACE,g N m-2,Warming,Table 2,Sum of species,No,Heathland,*,5.2900,4.9600,2.8233,1.9821,6,6,-0.0644,0.0741,,5.2900,4.9600,2.8233,1.9821,6,6,-0.0644,0.0741,,*,*,*,*,*,*,*,*
Larsen et al. 2011,91,350,510,160,2.0,55°53'N,11°58'E,Denmark,FACE,g N m-2,Warming + Drought,Table 2,Sum of species,No,Heathland,*,4.5000,3.9900,2.9922,2.8233,6,6,-0.1203,0.1571,,4.5000,3.9900,2.9922,2.8233,6,6,-0.1203,0.1571,,*,*,*,*,*,*,*,*
Mikan et al. 2000,92,367,715,348,2.0,45°34' N,84°40' W,USA,OTC,g N m-2,Nitrogen,Table 1 * Table 3,20 mg N; Low-N soil,Yes,Forest,P. tremuloides,2.4361,2.3899,0.7399,0.5018,8,8,-0.0191,0.017,,2.4361,2.3899,0.7399,0.5018,8,8,-0.0191,0.017,,*,*,*,*,*,*,*,*
Mikan et al. 2000,93,367,715,348,2.0,45°34' N,84°40' W,USA,OTC,g N m-2,Nitrogen,Table 1 * Table 3,20 mg N; High-N soil,Yes,Forest,P. tremuloides,5.9880,7.8219,1.4460,1.8915,8,8,0.2672,0.0146,,5.9880,7.8219,1.4460,1.8915,8,8,0.2672,0.0146,,*,*,*,*,*,*,*,*
Niklaus et al. 1998,94,360,630,270,2.0,47°33' N,7°34' E,Switzerland,GC,kg N ha-1 land,No,Fig. 5,*,No,Grassland,*,3.8168,4.3511,0.4318,0.2159,8,8,0.131,0.0019,,3.8168,4.3511,0.4318,0.2159,8,8,0.131,0.0019,,*,*,*,*,*,*,*,*
Niklaus et al. 1998,95,360,630,270,2.0,47°33' N,7°34' E,Switzerland,GC,kg N ha-1 land,Phosphorus,Fig. 5,*,No,Grassland,*,4.1985,4.5802,1.5114,1.5114,8,8,0.087,0.0298,,4.1985,4.5802,1.5114,1.5114,8,8,0.087,0.0298,,*,*,*,*,*,*,*,*
Niklaus et al. 1998,96,360,630,270,2.0,47°33' N,7°34' E,Switzerland,GC,kg N ha-1 land,Legume,Fig. 5,*,No,Grassland,*,6.6412,8.3969,1.5114,4.1023,8,8,0.2346,0.0363,,6.6412,8.3969,1.5114,4.1023,8,8,0.2346,0.0363,,*,*,*,*,*,*,*,*
Niklaus et al. 1998,97,360,630,270,2.0,47°33' N,7°34' E,Switzerland,GC,kg N ha-1 land,Phosphorus & legume,Fig. 5,*,No,Grassland,*,8.3206,9.8473,2.5909,1.5114,8,8,0.1685,0.0151,,8.3206,9.8473,2.5909,1.5114,8,8,0.1685,0.0151,,*,*,*,*,*,*,*,*
Niklaus et al. 2003,98,360,600,240,6.0,47°33' N,7°34' E,Switzerland,OTC,g N m-2 land,No,Fig. 7,*,No,Grassland,*,12.8000,14.4000,3.6770,1.6971,8,8,0.1178,0.0121,,*,*,*,*,*,*,*,*,,12.8000,14.4000,3.6770,1.6971,8,8,0.1178,0.0121
Norby & Iversen 2006,99,319,544,225,6.0,35°54'N,84°20' W,USA,FACE,kg N ha-1 land,No,Fig. 5b,*,No,Forest,Sweetgum,28.5603,56.4945,6.3470,7.6457,3,2,0.6821,0.0256,,26.6041,43.1925,8.6600,7.0724,3,2,0.4846,0.0487,,30.5164,69.7966,9.8087,14.3941,3,2,0.8273,0.0557
Oikawa et al. 2010,100,384.7,593,208.3,0.3,39°44' N,141°7' E,Japan,GC,g plant-1,Fertillizer (nodulated),Fig. 1,sd; 0.3 g N,Yes,Cropland,Soybean,0.0437,0.0495,0.0153,0.0072,5,5,0.1246,0.0287,,0.0437,0.0495,0.0153,0.0072,5,5,0.1246,0.0287,,*,*,*,*,*,*,*,*
Oikawa et al. 2010,101,384.7,593,208.3,0.3,39°44' N,141°7' E,Japan,GC,g plant-1,Fertillizer (non-nodulated),Fig. 1,sd; 0.3 g N,Yes,Cropland,Soybean,0.0440,0.0510,0.0050,0.0059,5,5,0.1476,0.0053,,0.0440,0.0510,0.0050,0.0059,5,5,0.1476,0.0053,,*,*,*,*,*,*,*,*
Pang et al. 2006,102,*,*,200,0.3,31°37' N,120°28' E,China,FACE,g pot-1,Low Nitrogen,Table 1,14 mg N L-1,Yes,Cropland,Rice,0.035,0.038,0.0035,0.0038,3,3,0.0822,0.0067,,0.035,0.038,0.0035,0.0038,3,3,0.0822,0.0067,,*,*,*,*,*,*,*,*
Pang et al. 2006,103,*,*,200,0.3,31°37' N,120°28' E,China,FACE,g pot-1,High Nitrogen,Table 1,28 mg N L-1,Yes,Cropland,Rice,0.052,0.062,0.0052,0.0062,3,3,0.1759,0.0067,,0.052,0.062,0.0052,0.0062,3,3,0.1759,0.0067,,*,*,*,*,*,*,*,*
Perez-Lopez et al. 2013,104,350,700,350,0.1,*,*,Canada,GC,mg plant-1,Fertilizer,Fig. 5c,10.5 g N day-1 m-3,Yes,Cropland,Barley,7.8788,8.6364,0.7423,0.3711,6,6,0.0918,0.0018,,7.8788,8.6364,0.7423,0.3711,6,6,0.0918,0.0018,,*,*,*,*,*,*,*,*
Perez-Lopez et al. 2013,105,350,700,350,0.1,*,*,Canada,GC,mg plant-1,Fertilizer,Fig. 5c,10.5 g N day-1 m-3,Yes,Cropland,Barley,7.8788,8.3333,0.3711,0.7423,6,6,0.0561,0.0017,,7.8788,8.3333,0.3711,0.7423,6,6,0.0561,0.0017,,*,*,*,*,*,*,*,*
Perez-Lopez et al. 2013,106,350,700,350,0.1,*,*,Canada,GC,mg plant-1,Fertilizer,Fig. 5c,10.5 g N day-1 m-3,Yes,Cropland,Barley,6.6667,7.1212,1.1134,0.3711,6,6,0.066,0.0051,,6.6667,7.1212,1.1134,0.3711,6,6,0.066,0.0051,,*,*,*,*,*,*,*,*
Perez-Lopez et al. 2013,107,350,700,350,0.1,*,*,Canada,GC,mg plant-1,Fertilizer,Fig. 5c,10.5 g N day-1 m-3,Yes,Cropland,Barley,5.3030,6.2121,0.3711,0.3711,6,6,0.1582,0.0014,,5.3030,6.2121,0.3711,0.3711,6,6,0.1582,0.0014,,*,*,*,*,*,*,*,*
Polley et al. 1997,108,385,690,305,1.1,*,*,*,GC,g container-1,No,Fig. 4,385 ppm vs. 690 ppm,No,Forest,A. smallii,3.6058,8.8942,0.3606,0.8894,3,3,0.9029,0.0067,,3.6058,8.8942,0.3606,0.8894,3,3,0.9029,0.0067,,*,*,*,*,*,*,*,*
Polley et al. 1997,109,385,980,595,1.1,*,*,*,GC,g container-1,No,Fig. 4,385 ppm vs. 980 ppm,No,Forest,A. smallii,3.6058,10.0962,0.3606,1.0096,3,3,1.0296,0.0067,,3.6058,10.0962,0.3606,1.0096,3,3,1.0296,0.0067,,*,*,*,*,*,*,*,*
Pregitzer et al. 1995,110,245,693,448,0.4,45°34' N,84°40' W,USA,OTC,g N chamber-1,No,Table 1 * Table 2,Low-N soil,No,Forest,Populus x euramericana,2.1078,2.3326,0.3617,0.5436,5,5,0.1013,0.0168,,2.1078,2.3326,0.3617,0.5436,5,5,0.1013,0.0168,,*,*,*,*,*,*,*,*
Pregitzer et al. 1995,111,245,693,448,0.4,45°34' N,84°40' W,USA,OTC,g N chamber-1,No,Table 1 * Table 2,High-N soil,No,Forest,Populus x euramericana,5.0297,6.5922,0.3206,0.4728,5,5,0.2705,0.0018,,5.0297,6.5922,0.3206,0.4728,5,5,0.2705,0.0018,,*,*,*,*,*,*,*,*
Roy et al. 2012,112,390,550,160,0.3,20°25'N,85°55'E,India,OTC,g N m-2,Fertillizer + warming,Table 2,100 kg N ha-1,Yes,Cropland,Rice,1.8980,2.2760,0.1898,0.2276,5,5,0.1816,0.004,,1.8980,2.2760,0.1898,0.2276,5,5,0.1816,0.004,,*,*,*,*,*,*,*,*
Runion et al. 1999,113,372,740,367,1.7,*,*,*,OTC,g,No,Table 1 (Biomass)* Table 3 (nitrogen),Water stress 1,No,Forest,Pine,2.8052,3.0735,0.2805,0.3074,5,5,0.0913,0.004,,2.8052,3.0735,0.2805,0.3074,5,5,0.0913,0.004,,*,*,*,*,*,*,*,*
Runion et al. 1999,114,372,740,367,1.7,*,*,*,OTC,g,No,Table 1 (Biomass)* Table 3 (nitrogen),Water stress 2,No,Forest,Pine,0.5796,1.0070,0.0580,0.1007,5,5,0.5524,0.004,,0.5796,1.0070,0.0580,0.1007,5,5,0.5524,0.004,,*,*,*,*,*,*,*,*
Soussana et al. 1996,115,350,700,350,2.0,*,*,France,GC,kg N ha-1,Low Nitrogen,Table 3,N- (160 kg N fertilizer ha -1 y-1),Yes,Grassland,Ryegrass,62.0000,74.0000,4.0000,20.0000,4,4,0.1769,0.0193,,62.0000,74.0000,4.0000,20.0000,4,4,0.1769,0.0193,,*,*,*,*,*,*,*,*
Soussana et al. 1996,116,350,700,350,2.0,*,*,France,GC,kg N ha-1,High Nitrogen,Table 3,N+ (530 kg N fertilizer ha -1 y-1),Yes,Grassland,Ryegrass,83.0000,116.0000,20.0000,40.0000,4,4,0.3347,0.0442,,83.0000,116.0000,20.0000,40.0000,4,4,0.3347,0.0442,,*,*,*,*,*,*,*,*
Soussana et al. 1996,117,350,700,350,2.0,*,*,France,GC,kg N ha-1,Low Nitrogen + warming,Table 3,N- (160 kg N fertilizer ha -1 y-1),Yes,Grassland,Ryegrass,62.0000,81.0000,4.0000,18.0000,4,4,0.2673,0.0134,,62.0000,81.0000,4.0000,18.0000,4,4,0.2673,0.0134,,*,*,*,*,*,*,*,*
Soussana et al. 1996,118,350,700,350,2.0,*,*,France,GC,kg N ha-1,High Nitrogen + warming,Table 3,N+ (530 kg N fertilizer ha -1 y-1),Yes,Grassland,Ryegrass,83.0000,104.0000,20.0000,18.0000,4,4,0.2256,0.022,,83.0000,104.0000,20.0000,18.0000,4,4,0.2256,0.022,,*,*,*,*,*,*,*,*
Tingey et al. 2003,119,*,*,180,4.0,*,*,USA,OTC,g plant-1,Warming,"Fig. 3a (root), only AC and EC",*,No,Forest,P. menziesii,1.0097,0.9398,0.1010,0.0940,5,5,-0.0717,0.004,,*,*,*,*,*,*,*,*,,1.0097,0.9398,0.1010,0.0940,5,5,-0.0717,0.004
Verburg et al. 2004,120,365,700,335,0.2,*,*,*,GC,mg plant-1,No,Fig. 3,unlabeled; sum of tissues,No,Forest,Pine,866.2069,781.6092,187.5501,202.5996,4,4,-0.1028,0.0285,,866.2069,781.6092,187.5501,202.5996,4,4,-0.1028,0.0285,,*,*,*,*,*,*,*,*
Verburg et al. 2004,121,365,700,335,0.2,*,*,*,GC,mg plant-1,No,Fig. 3,labeled; sum of tissues,No,Forest,Pine,671.2644,640.0000,194.2473,101.9985,4,4,-0.0477,0.0273,,671.2644,640.0000,194.2473,101.9985,4,4,-0.0477,0.0273,,*,*,*,*,*,*,*,*
Vogel et al. 1997,122,349,695,346,0.4,45°34' N,84°40' W,USA,OTC,g plant-1,No,Table 3,*,No,Forest,Black alder,0.5100,0.7540,0.0496,0.1098,5,5,0.391,0.0061,,0.5100,0.7540,0.0496,0.1098,5,5,0.391,0.0061,,*,*,*,*,*,*,*,*
Zak et al. 2007,123,374,531,157,7.0,45°40.5' N,89°37.5' W,USA,FACE,g N m-2 land,O3; average of contral and O3,Table 1,*,No,Forest,Across plant community type,0.3600,0.5400,0.1559,0.4157,3,3,0.4055,0.2601,,*,*,*,*,*,*,*,*,,0.3600,0.5400,0.1559,0.4157,3,3,0.4055,0.2601
Zak et al. 2000b,124,367,715,348,2.5,45°34' N,84°40' W,USA,OTC,g N chamber-1,Nitrogen,Table 3,20 mg N; Low-N soil,Yes,Forest,P. tremuloides,11.2000,13.1000,2.7280,3.8684,5,5,0.1567,0.0293,,11.2000,13.1000,2.7280,3.8684,5,5,0.1567,0.0293,,*,*,*,*,*,*,*,*
Zak et al. 2000b,125,367,715,348,2.5,45°34' N,84°40' W,USA,OTC,g N chamber-1,Nitrogen,Table 3,20 mg N; High-N soil,Yes,Forest,P. tremuloides,44.7000,45.7000,5.4560,3.5553,5,5,0.0221,0.0042,,44.7000,45.7000,5.4560,3.5553,5,5,0.0221,0.0042,,*,*,*,*,*,*,*,*
Zanetti et al. 1996,126,350,600,250,2.0,47°27'N,8°41'E,Switzerland,FACE,g N m-2,Low Nitrogen,Table III,17 g N m-2,Yes,Cropland,White clover,6.7350,8.6850,0.6735,0.8685,3,3,0.2543,0.0067,,6.7350,8.6850,0.6735,0.8685,3,3,0.2543,0.0067,,*,*,*,*,*,*,*,*
Zanetti et al. 1996,127,350,600,250,2.0,47°27'N,8°41'E,Switzerland,FACE,g N m-2,High Nitrogen,Table III,51.3 g N m-2,Yes,Cropland,White clover,6.8950,7.9100,0.6895,0.7910,3,3,0.1373,0.0067,,6.8950,7.9100,0.6895,0.7910,3,3,0.1373,0.0067,,*,*,*,*,*,*,*,*
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
